                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    mpki                             |       0.36 |       0.35 |       0.42 |       0.35 |       0.35 |       0.37 |       0.35 |       0.35 |       0.41 |       0.35 |       0.39 |       0.35 |       0.36 |       0.43
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39240 |      38685 |      40182 |      38847 |      38953 |      39693 |      38328 |      38763 |      39852 |      38546 |      39793 |      38495 |      37925 |      40203
    num misses                       |        115 |        111 |        118 |        111 |        111 |        116 |        110 |        111 |        117 |        111 |        117 |        110 |        110 |        118
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.28% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.95 |       0.97 |       0.95 |       0.95 |       0.96 |       0.95 |       0.95 |       0.97 |       0.95 |       0.97 |       0.95 |       0.96 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        157 |        152 |        169 |        152 |        152 |        161 |        151 |        152 |        166 |        152 |        164 |        151 |        151 |        170
    num misses                       |        110 |        107 |        120 |        107 |        107 |        114 |        107 |        107 |        117 |        107 |        115 |        107 |        107 |        121
    miss rate                        |     70.06% |     70.39% |     71.01% |     70.39% |     70.39% |     70.81% |     70.86% |     70.39% |     70.48% |     70.39% |     70.12% |     70.86% |     70.86% |     71.18%
    mpki                             |       0.93 |       0.92 |       0.99 |       0.91 |       0.91 |       0.95 |       0.92 |       0.91 |       0.97 |       0.92 |       0.95 |       0.92 |       0.93 |       0.99
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14925 |      14769 |      15315 |      14812 |      14851 |      15108 |      14673 |      14786 |      15171 |      14728 |      15149 |      14714 |      14561 |      15330
    num cache misses                 |       6775 |       6820 |       5713 |       6725 |       6460 |       6615 |       6438 |       6743 |       6091 |       6644 |       6374 |       6378 |       6201 |       5701
    miss rate                        |     45.39% |     46.18% |     37.30% |     45.40% |     43.50% |     43.78% |     43.88% |     45.60% |     40.15% |     45.11% |     42.08% |     43.35% |     42.59% |     37.19%
    mpki                             |      57.32 |      58.39 |      47.01 |      57.40 |      55.04 |      54.96 |      55.59 |      57.65 |      50.45 |      57.08 |      52.84 |      54.86 |      54.04 |      46.87
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39240 |      38685 |      40182 |      38847 |      38953 |      39693 |      38328 |      38763 |      39852 |      38546 |      39793 |      38495 |      37925 |      40203
    num cache misses                 |       9402 |       9511 |       8526 |       9393 |       9145 |       9093 |       9256 |       9431 |       8709 |       9394 |       8846 |       9128 |       8835 |       8454
    miss rate                        |     23.96% |     24.59% |     21.22% |     24.18% |     23.48% |     22.91% |     24.15% |     24.33% |     21.85% |     24.37% |     22.23% |     23.71% |     23.30% |     21.03%
    mpki                             |      79.54 |      81.43 |      70.16 |      80.17 |      77.91 |      75.55 |      79.93 |      80.63 |      72.13 |      80.71 |      73.34 |      78.51 |      76.99 |      69.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16208 |      16362 |      14276 |      16149 |      15638 |      15742 |      15726 |      16205 |      14834 |      16069 |      15253 |      15536 |      15066 |      14190
    num cache misses                 |      13499 |      13576 |      11862 |      13441 |      13081 |      12981 |      13162 |      13408 |      12200 |      13431 |      12366 |      12954 |      12540 |      11646
    miss rate                        |     83.29% |     82.97% |     83.09% |     83.23% |     83.65% |     82.46% |     83.70% |     82.74% |     82.24% |     83.58% |     81.07% |     83.38% |     83.23% |     82.07%
    mpki                             |     114.21 |     116.23 |      97.61 |     114.72 |     111.45 |     107.86 |     113.66 |     114.63 |     101.05 |     115.39 |     102.52 |     111.42 |     109.28 |      95.75
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13531 |      13607 |      11901 |      13472 |      13114 |      13015 |      13194 |      13439 |      12235 |      13462 |      12399 |      12984 |      12570 |      11682
    num cache misses                 |       2534 |       2508 |       2653 |       2493 |       2523 |       2567 |       2488 |       2505 |       2603 |       2483 |       2608 |       2472 |       2464 |       2662
    miss rate                        |     18.73% |     18.43% |     22.29% |     18.51% |     19.24% |     19.72% |     18.86% |     18.64% |     21.28% |     18.44% |     21.03% |     19.04% |     19.60% |     22.79%
    mpki                             |      21.44 |      21.47 |      21.83 |      21.28 |      21.50 |      21.33 |      21.48 |      21.42 |      21.56 |      21.33 |      21.62 |      21.26 |      21.47 |      21.89
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36023 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      89.76 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      36.33 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     64.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1329 |       1335 |       1317 |       1314 |       1331 |       1321 |       1314 |       1321 |       1312 |       1308 |       1330 |       1302 |       1294 |       1315
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
