                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   70024815 |   69463068 |   70121767 |   69234613 |   69314497 |   68765903 |   68516231 |   69198109 |   69107678
  Cycles                             |  442546860 |  442546860 |  442546860 |  442546860 |  442546860 |  442546860 |  442546860 |  442546860 |  442546860
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.16
  Time (ns)                          |  166371000 |  166371000 |  166371000 |  166371000 |  166371000 |  166371000 |  166371000 |  166371000 |  166371000
  Idle time (ns)                     |         58 |         58 |        -16 |         97 |         38 |        -16 |         97 |         31 |         31
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |   10008197 |    9927948 |   10022008 |    9895311 |    9906723 |    9828353 |    9792685 |    9890096 |    9877178
  num incorrect                      |       1443 |       1443 |       1519 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171
    num misses                       |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |   59957584 |   59476089 |   60040261 |   59280267 |   59348735 |   58878500 |   58664511 |   59248977 |   59171467
    num misses                       |         79 |         79 |         80 |         79 |         79 |         79 |         79 |         79 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        127 |        127 |        132 |        127 |        127 |        127 |        127 |        127 |        127
    num misses                       |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     91.34% |     91.34% |     91.67% |     91.34% |     91.34% |     91.34% |     91.34% |     91.34% |     91.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
