                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19987866 |   20011331 |   20015334 |   20010959 |   20015190 |   19987320 |   19974238 |   19972947 |   19951744 |   19946019 |   19938144 |   19936926
    num cache misses                 |     672762 |     669961 |     665867 |     662756 |     659094 |     658382 |     657419 |     655484 |     655581 |     655318 |     654582 |     654660
    miss rate                        |      3.37% |      3.35% |      3.33% |      3.31% |      3.29% |      3.29% |      3.29% |      3.28% |      3.29% |      3.29% |      3.28% |      3.28%
    mpki                             |      16.79 |      16.70 |      16.60 |      16.52 |      16.43 |      16.43 |      16.42 |      16.37 |      16.39 |      16.39 |      16.38 |      16.38
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      39847 |      40213 |      39847 |      39924 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       7493 |       8436 |       8534 |       8629 |       7670 |       8477 |       8630 |       7850 |       8602 |       8649 |       8362 |       8527
    miss rate                        |     18.80% |     21.17% |     21.22% |     21.66% |     19.21% |     21.27% |     21.66% |     19.70% |     21.59% |     21.71% |     20.99% |     21.40%
    mpki                             |       0.19 |       0.21 |       0.21 |       0.22 |       0.19 |       0.21 |       0.22 |       0.20 |       0.22 |       0.22 |       0.21 |       0.21
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     680284 |     678425 |     674432 |     671412 |     666793 |     666888 |     666077 |     663362 |     664211 |     663996 |     662972 |     663214
    num cache misses                 |     674209 |     673762 |     670799 |     667956 |     664323 |     663899 |     662823 |     660770 |     661013 |     660887 |     660182 |     660110
    miss rate                        |     99.11% |     99.31% |     99.46% |     99.49% |     99.63% |     99.55% |     99.51% |     99.61% |     99.52% |     99.53% |     99.58% |     99.53%
    mpki                             |      16.83 |      16.80 |      16.72 |      16.65 |      16.56 |      16.57 |      16.55 |      16.50 |      16.53 |      16.53 |      16.52 |      16.52
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     674240 |     673790 |     670830 |     667984 |     664355 |     663931 |     662853 |     660800 |     661041 |     660917 |     660213 |     660140
    num cache misses                 |       2416 |       2417 |       2488 |       2415 |       2433 |       2415 |       2415 |       2416 |       2415 |       2415 |       2415 |       2415
    miss rate                        |      0.36% |      0.36% |      0.37% |      0.36% |      0.37% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      29080 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      87.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      33.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1165 |       1169 |       1166 |       1166 |       1161 |       1171 |       1170 |       1164 |       1166 |       1170 |       1172 |       1167
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
