                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   40066120 |   40113055 |   40121679 |   40112311 |   40120928 |   40065033 |   40038869 |   40036285 |   39993880 |   39982429 |   39966681 |   39964241
  Cycles                             |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954 |  160841954
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900 |   60466900
  Idle time (ns)                     |         40 |        -37 |        -66 |        -37 |         77 |         71 |         29 |         23 |        -66 |         57 |         10 |         -8
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10008260 |   10019992 |   10022006 |   10019806 |   10021926 |   10007986 |   10001446 |   10000800 |    9990198 |    9987336 |    9983399 |    9982790
  num incorrect                      |       1442 |       1442 |       1519 |       1442 |       1454 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   19987866 |   20011331 |   20015334 |   20010959 |   20015190 |   19987320 |   19974238 |   19972947 |   19951744 |   19946019 |   19938144 |   19936926
    num misses                       |         48 |         48 |         52 |         48 |         49 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      39847 |      40213 |      39847 |      39924 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        126 |        121 |        122 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        117 |        122 |        117 |        118 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.69% |     96.83% |     96.69% |     96.72% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
