                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |    9979036 |    9941161 |    9936528 |    9948285 |    9952470 |    9936199 |    9936824
  Cycles                             |   28609098 |   28609098 |   28609098 |   28609098 |   28609098 |   28609098 |   28609098
  IPC                                |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35
  Time (ns)                          |   10755300 |   10755300 |   10755300 |   10755300 |   10755300 |   10755300 |   10755300
  Idle time (ns)                     |         -9 |         33 |         93 |         68 |         33 |         -9 |         62
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |     301064 |     299941 |     299813 |     300139 |     300255 |     299804 |     299821
  num incorrect                      |       1544 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |    1097185 |    1092985 |    1092480 |    1093764 |    1094221 |    1092445 |    1092513
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |    4596294 |    4578928 |    4576797 |    4582207 |    4584137 |    4576636 |    4576937
    num misses                       |         94 |         92 |         92 |         92 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        146 |        140 |        140 |        140 |        140 |        140 |        140
    num misses                       |        134 |        129 |        129 |        129 |        129 |        129 |        129
    miss rate                        |     91.78% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |    1097185 |    1092985 |    1092480 |    1093764 |    1094221 |    1092445 |    1092513
    num cache misses                 |     357477 |     357809 |     355840 |     355043 |     354345 |     352951 |     353032
    miss rate                        |     32.58% |     32.74% |     32.57% |     32.46% |     32.38% |     32.31% |     32.31%
    mpki                             |      35.82 |      35.99 |      35.81 |      35.69 |      35.60 |      35.52 |      35.53
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |    4596294 |    4578928 |    4576797 |    4582207 |    4584137 |    4576636 |    4576937
    num cache misses                 |     226056 |     361487 |     357485 |     358261 |     355340 |     346662 |     360434
    miss rate                        |      4.92% |      7.89% |      7.81% |      7.82% |      7.75% |      7.57% |      7.88%
    mpki                             |      22.65 |      36.36 |      35.98 |      36.01 |      35.70 |      34.89 |      36.27
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |     583568 |     719329 |     713357 |     713337 |     709718 |     699647 |     713499
    num cache misses                 |      20381 |      24047 |      24049 |      24260 |      24063 |      23706 |      24091
    miss rate                        |      3.49% |      3.34% |      3.37% |      3.40% |      3.39% |      3.39% |      3.38%
    mpki                             |       2.04 |       2.42 |       2.42 |       2.44 |       2.42 |       2.39 |       2.42
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |      20418 |      24082 |      24084 |      24295 |      24098 |      23742 |      24126
    num cache misses                 |       3219 |       3153 |       3153 |       3153 |       3153 |       3153 |       3153
    miss rate                        |     15.77% |     13.09% |     13.09% |     12.98% |     13.08% |     13.28% |     13.07%
    mpki                             |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      22137 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      73.47 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      20.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1373 |       1379 |       1401 |       1380 |       1389 |       1397 |       1389
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
