                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39841 |      39841 |      40207 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         73 |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     95.87% |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       7026 |       7139 |       5420 |       7136 |       6559 |       7086 |       5945 |       6879 |       5942 |       6993 |       6787 |       6862 |       6873 |       7050 |       6564
    miss rate                        |     46.33% |     47.08% |     35.35% |     47.06% |     43.25% |     46.73% |     39.20% |     45.36% |     39.18% |     46.12% |     44.76% |     45.25% |     45.32% |     46.49% |     43.29%
    mpki                             |       0.56 |       0.57 |       0.43 |       0.57 |       0.52 |       0.56 |       0.47 |       0.55 |       0.47 |       0.56 |       0.54 |       0.55 |       0.55 |       0.56 |       0.52
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      40207 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       9966 |      10227 |       8338 |      10218 |       9412 |      10158 |       8818 |       9808 |       8642 |       9895 |       9621 |       9734 |       9862 |       9974 |       9509
    miss rate                        |     25.01% |     25.67% |     20.74% |     25.65% |     23.62% |     25.50% |     22.13% |     24.62% |     21.69% |     24.84% |     24.15% |     24.43% |     24.75% |     25.03% |     23.87%
    mpki                             |       0.79 |       0.81 |       0.66 |       0.81 |       0.75 |       0.81 |       0.70 |       0.78 |       0.69 |       0.79 |       0.77 |       0.78 |       0.79 |       0.79 |       0.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      17023 |      17397 |      13793 |      17384 |      16002 |      17274 |      14794 |      16717 |      14614 |      16918 |      16439 |      16629 |      16766 |      17055 |      16105
    num cache misses                 |      14926 |      15268 |      11870 |      15364 |      13695 |      15113 |      12486 |      14687 |      12406 |      14761 |      14031 |      14511 |      14750 |      14990 |      13973
    miss rate                        |     87.68% |     87.76% |     86.06% |     88.38% |     85.58% |     87.49% |     84.40% |     87.86% |     84.89% |     87.25% |     85.35% |     87.26% |     87.98% |     87.89% |     86.76%
    mpki                             |       1.19 |       1.22 |       0.94 |       1.22 |       1.09 |       1.20 |       0.99 |       1.17 |       0.99 |       1.18 |       1.12 |       1.16 |       1.18 |       1.19 |       1.11
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14957 |      15299 |      11906 |      15395 |      13726 |      15144 |      12519 |      14717 |      12439 |      14791 |      14062 |      14545 |      14782 |      15021 |      14005
    num cache misses                 |       2671 |       2691 |       2697 |       2683 |       2665 |       2684 |       2642 |       2675 |       2650 |       2692 |       2664 |       2679 |       2698 |       2693 |       2672
    miss rate                        |     17.86% |     17.59% |     22.65% |     17.43% |     19.42% |     17.72% |     21.10% |     18.18% |     21.30% |     18.20% |     18.94% |     18.42% |     18.25% |     17.93% |     19.08%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40571 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      99.08 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      45.65 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1384 |       1397 |       1338 |       1395 |       1371 |       1397 |       1353 |       1388 |       1362 |       1403 |       1383 |       1390 |       1406 |       1408 |       1388
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
