                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   77769221 |   72544038 |   77649482 |   73316578 |   77676412 |   73001769 |   78026004 |   74003383 |   74632255 |   78256678
  Cycles                             |  163040710 |  163040710 |  163040710 |  163040710 |  163040710 |  163040710 |  163040710 |  163040710 |  163040710 |  163040710
  IPC                                |       0.48 |       0.44 |       0.48 |       0.45 |       0.48 |       0.45 |       0.48 |       0.45 |       0.46 |       0.48
  Time (ns)                          |   61293500 |   61293500 |   61293500 |   61293500 |   61293500 |   61293500 |   61293500 |   61293500 |   61293500 |   61293500
  Idle time (ns)                     |        -30 |        -21 |         -2 |        -38 |        -22 |         -5 |        -34 |        -36 |        -13 |        -90
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2158542 |    2015521 |    2155265 |    2036666 |    2156001 |    2028049 |    2165569 |    2055466 |    2072680 |    2171907
  num incorrect                      |        981 |        981 |        981 |        981 |        981 |        981 |        981 |        981 |        981 |       1022
  misprediction rate                 |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8472039 |    7904408 |    8459032 |    7988332 |    8461956 |    7954132 |    8499932 |    8062943 |    8131261 |    8525013
    num misses                       |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         43
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   35831520 |   33429020 |   35776466 |   33784228 |   35788847 |   33639481 |   35949586 |   34100017 |   34389168 |   36055649
    num misses                       |         69 |         69 |         69 |         69 |         69 |         69 |         69 |         69 |         69 |         71
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        114
    num misses                       |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        109 |        112
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |     98.25%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8472039 |    7904408 |    8459032 |    7988332 |    8461956 |    7954132 |    8499932 |    8062943 |    8131261 |    8525013
    num cache misses                 |    7172133 |    6873037 |    7155689 |    6945850 |    7158099 |    6915501 |    7176624 |    6983952 |    7012888 |    7194115
    miss rate                        |     84.66% |     86.95% |     84.59% |     86.95% |     84.59% |     86.94% |     84.43% |     86.62% |     86.25% |     84.39%
    mpki                             |      92.22 |      94.74 |      92.15 |      94.74 |      92.15 |      94.73 |      91.98 |      94.37 |      93.97 |      91.93
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   35831520 |   33429020 |   35776466 |   33784228 |   35788847 |   33639481 |   35949586 |   34100017 |   34389168 |   36055649
    num cache misses                 |    7186086 |    6987323 |    7183354 |    7027233 |    7181867 |    7013555 |    7193636 |    7062914 |    7084581 |    7201274
    miss rate                        |     20.06% |     20.90% |     20.08% |     20.80% |     20.07% |     20.85% |     20.01% |     20.71% |     20.60% |     19.97%
    mpki                             |      92.40 |      96.32 |      92.51 |      95.85 |      92.46 |      96.07 |      92.20 |      95.44 |      94.93 |      92.02
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14358230 |   13860371 |   14339056 |   13973095 |   14339978 |   13929066 |   14370271 |   14046880 |   14097480 |   14395407
    num cache misses                 |    8860685 |    8829131 |    8864995 |    8849293 |    8856814 |    8847921 |    8870659 |    8873482 |    8884400 |    8888110
    miss rate                        |     61.71% |     63.70% |     61.82% |     63.33% |     61.76% |     63.52% |     61.73% |     63.17% |     63.02% |     61.74%
    mpki                             |     113.94 |     121.71 |     114.17 |     120.70 |     114.02 |     121.20 |     113.69 |     119.91 |     119.04 |     113.58
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8860698 |    8829143 |    8865008 |    8849306 |    8856827 |    8847932 |    8870671 |    8873496 |    8884411 |    8888128
    num cache misses                 |       3779 |       3712 |       3778 |       3722 |       3779 |       3718 |       3778 |       3730 |       3737 |       3833
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      37873 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     117.07 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      63.64 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2122 |       2145 |       2087 |       2140 |       2190 |       2136 |       2087 |       2068 |       2137 |       2147
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
