                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    9921776 |    9940847 |    9979092 |    9931554 |    9929159 |    9965224 |    9924343 |    9926577
  Cycles                             |   32623304 |   32623304 |   32623304 |   32623304 |   32623304 |   32623304 |   32623304 |   32623304
  IPC                                |       0.30 |       0.30 |       0.31 |       0.30 |       0.30 |       0.31 |       0.30 |       0.30
  Time (ns)                          |   12264400 |   12264400 |   12264400 |   12264400 |   12264400 |   12264400 |   12264400 |   12264400
  Idle time (ns)                     |        -19 |        -52 |        -76 |        -58 |        -58 |        -28 |        -76 |         34
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     299405 |     299933 |     301064 |     299675 |     299609 |     300608 |     299476 |     299538
  num incorrect                      |       1467 |       1467 |       1544 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1090871 |    1092952 |    1097185 |    1091937 |    1091676 |    1095612 |    1091151 |    1091395
    num misses                       |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    4570011 |    4578777 |    4596324 |    4574509 |    4573407 |    4590002 |    4571182 |    4572220
    num misses                       |         92 |         92 |         94 |         92 |         92 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        140 |        140 |        146 |        140 |        140 |        140 |        140 |        140
    num misses                       |        129 |        129 |        134 |        129 |        129 |        129 |        129 |        129
    miss rate                        |     92.14% |     92.14% |     91.78% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1090871 |    1092952 |    1097185 |    1091937 |    1091676 |    1095612 |    1091151 |    1091395
    num cache misses                 |     362648 |     360326 |     357242 |     355707 |     354172 |     354082 |     353351 |     353010
    miss rate                        |     33.24% |     32.97% |     32.56% |     32.58% |     32.44% |     32.32% |     32.38% |     32.34%
    mpki                             |      36.55 |      36.25 |      35.80 |      35.82 |      35.67 |      35.53 |      35.60 |      35.56
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    4570011 |    4578777 |    4596324 |    4574509 |    4573407 |    4590002 |    4571182 |    4572220
    num cache misses                 |     416651 |     394859 |     215291 |     421647 |     413536 |     306251 |     417469 |     417681
    miss rate                        |      9.12% |      8.62% |      4.68% |      9.22% |      9.04% |      6.67% |      9.13% |      9.14%
    mpki                             |      41.99 |      39.72 |      21.57 |      42.46 |      41.65 |      30.73 |      42.07 |      42.08
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     779332 |     755218 |     572568 |     777387 |     767742 |     660367 |     770852 |     770725
    num cache misses                 |      53295 |      53480 |      51923 |      54247 |      54311 |      54359 |      55071 |      55564
    miss rate                        |      6.84% |      7.08% |      9.07% |      6.98% |      7.07% |      8.23% |      7.14% |      7.21%
    mpki                             |       5.37 |       5.38 |       5.20 |       5.46 |       5.47 |       5.45 |       5.55 |       5.60
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      53330 |      53516 |      51960 |      54282 |      54347 |      54395 |      55106 |      55600
    num cache misses                 |       3152 |       3153 |       3219 |       3153 |       3152 |       3153 |       3152 |       3152
    miss rate                        |      5.91% |      5.89% |      6.20% |      5.81% |      5.80% |      5.80% |      5.72% |      5.67%
    mpki                             |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      25287 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.99 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.56 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1238 |       1277 |       1244 |       1231 |       1242 |       1252 |       1266 |       1246
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
