                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   50121654 |   50120981 |   50119757 |   50119300 |   50120050 |   50120752 |   50119878
  Cycles                             |  280807422 |  280807422 |  280807422 |  280807422 |  280807422 |  280807422 |  280807422
  IPC                                |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18
  Time (ns)                          |  105566700 |  105566700 |  105566700 |  105566700 |  105566700 |  105566700 |  105566700
  Idle time (ns)                     |        -30 |        167 |        -30 |         59 |         45 |         32 |          4
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10022009 |   10021933 |   10021713 |   10021622 |   10021772 |   10021912 |   10021738
  num incorrect                      |       1517 |       1462 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15334 |      15205 |      15165 |      15165 |      15165 |      15167 |      15165
    num misses                       |         52 |         49 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   60040214 |   60039954 |   60038642 |   60038097 |   60038995 |   60039838 |   60038793
    num misses                       |        128 |        126 |        126 |        126 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        180 |        175 |        174 |        174 |        174 |        174 |        174
    num misses                       |        121 |        117 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     67.22% |     66.86% |     66.67% |     66.67% |     66.67% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15334 |      15205 |      15165 |      15165 |      15165 |      15167 |      15165
    num cache misses                 |       4944 |       5425 |       5102 |       5191 |       5485 |       5472 |       5414
    miss rate                        |     32.24% |     35.68% |     33.64% |     34.23% |     36.17% |     36.08% |     35.70%
    mpki                             |       0.10 |       0.11 |       0.10 |       0.10 |       0.11 |       0.11 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |   60040214 |   60039954 |   60038642 |   60038097 |   60038995 |   60039838 |   60038793
    num cache misses                 |       4300 |       4531 |       4406 |       4445 |       4522 |       4531 |       4556
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9282 |       9991 |       9543 |       9670 |      10041 |      10036 |      10004
    num cache misses                 |       3743 |       3762 |       3664 |       3683 |       3733 |       3701 |       3707
    miss rate                        |     40.33% |     37.65% |     38.39% |     38.09% |     37.18% |     36.88% |     37.06%
    mpki                             |       0.07 |       0.08 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3784 |       3802 |       3700 |       3721 |       3772 |       3739 |       3745
    num cache misses                 |       2493 |       2446 |       2424 |       2428 |       2427 |       2428 |       2427
    miss rate                        |     65.88% |     64.33% |     65.51% |     65.25% |     64.34% |     64.94% |     64.81%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17124 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.53 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1156 |       1148 |       1151 |       1155 |       1155 |       1154 |       1152
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
