                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   50121347 |   50121633 |   50118642 |   50121532 |   50119902 |   50120687 |   50118691
  Cycles                             |  280810082 |  280810082 |  280810082 |  280810082 |  280810082 |  280810082 |  280810082
  IPC                                |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18
  Time (ns)                          |  105567700 |  105567700 |  105567700 |  105567700 |  105567700 |  105567700 |  105567700
  Idle time (ns)                     |         25 |        -58 |         -5 |        763 |        -58 |         25 |          8
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10021977 |   10022009 |   10021491 |   10022000 |   10021743 |   10021899 |   10021501
  num incorrect                      |       1486 |       1517 |       1441 |       1507 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15278 |      15334 |      15165 |      15318 |      15165 |      15165 |      15165
    num misses                       |         50 |         52 |         48 |         51 |         48 |         48 |         48
    miss rate                        |      0.33% |      0.34% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   60040066 |   60040200 |   60037311 |   60040204 |   60038818 |   60039757 |   60037369
    num misses                       |        128 |        128 |        126 |        128 |        126 |        126 |        126
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        178 |        180 |        174 |        179 |        174 |        174 |        174
    num misses                       |        119 |        121 |        116 |        120 |        116 |        116 |        116
    miss rate                        |     66.85% |     67.22% |     66.67% |     67.04% |     66.67% |     66.67% |     66.67%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15278 |      15334 |      15165 |      15318 |      15165 |      15165 |      15165
    num cache misses                 |       5082 |       5208 |       5045 |       4982 |       4959 |       5139 |       5140
    miss rate                        |     33.26% |     33.96% |     33.27% |     32.52% |     32.70% |     33.89% |     33.89%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |   60040066 |   60040200 |   60037311 |   60040204 |   60038818 |   60039757 |   60037369
    num cache misses                 |       4373 |       4428 |       4334 |       4339 |       4364 |       4393 |       4390
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9490 |       9669 |       9414 |       9357 |       9356 |       9566 |       9564
    num cache misses                 |       3719 |       3740 |       3669 |       3721 |       3629 |       3631 |       3641
    miss rate                        |     39.19% |     38.68% |     38.97% |     39.77% |     38.79% |     37.96% |     38.07%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3759 |       3778 |       3705 |       3762 |       3665 |       3667 |       3677
    num cache misses                 |       2460 |       2488 |       2428 |       2482 |       2427 |       2422 |       2427
    miss rate                        |     65.44% |     65.85% |     65.53% |     65.98% |     66.22% |     66.05% |     66.00%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17184 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.52 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1153 |       1155 |       1151 |       1159 |       1150 |       1149 |       1152
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
