                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   39488997 |   39496985 |   40121714 |   39488552 |   40121565 |   39482716 |   39480907
  Cycles                             |   92923642 |   92923642 |   92923642 |   92923642 |   92923642 |   92923642 |   92923642
  IPC                                |       0.42 |       0.43 |       0.43 |       0.42 |       0.43 |       0.42 |       0.42
  Time (ns)                          |   34933700 |   34933700 |   34933700 |   34933700 |   34933700 |   34933700 |   34933700
  Idle time (ns)                     |        -35 |        -29 |        -58 |          5 |        690 |        -42 |        -58
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |    9863980 |    9865978 |   10022006 |    9863867 |   10021996 |    9862408 |    9861956
  num incorrect                      |       1442 |       1442 |       1519 |       1442 |       1509 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   19699307 |   19703302 |   20015334 |   19699081 |   20015318 |   19696163 |   19695259
    num misses                       |         48 |         48 |         52 |         48 |         51 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39847 |      39847 |      40235 |      39847 |      40212 |      39847 |      39847
    num misses                       |         73 |         73 |         74 |         73 |         74 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        126 |        121 |        125 |        121 |        121
    num misses                       |        117 |        117 |        122 |        117 |        121 |        117 |        117
    miss rate                        |     96.69% |     96.69% |     96.83% |     96.69% |     96.80% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |   19699307 |   19703302 |   20015334 |   19699081 |   20015318 |   19696163 |   19695259
    num cache misses                 |     650719 |     650149 |     650580 |     650342 |     650537 |     650728 |     650240
    miss rate                        |      3.30% |      3.30% |      3.25% |      3.30% |      3.25% |      3.30% |      3.30%
    mpki                             |      16.48 |      16.46 |      16.22 |      16.47 |      16.21 |      16.48 |      16.47
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      39847 |      40235 |      39847 |      40212 |      39847 |      39847
    num cache misses                 |       4533 |       4281 |       4562 |       4353 |       4518 |       4570 |       4357
    miss rate                        |     11.38% |     10.74% |     11.34% |     10.92% |     11.24% |     11.47% |     10.93%
    mpki                             |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |     655285 |     654463 |     655176 |     654729 |     655091 |     655331 |     654630
    num cache misses                 |       3465 |       3390 |       3565 |       3412 |       3526 |       3467 |       3433
    miss rate                        |      0.53% |      0.52% |      0.54% |      0.52% |      0.54% |      0.53% |      0.52%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3502 |       3427 |       3604 |       3449 |       3566 |       3504 |       3470
    num cache misses                 |       2414 |       2414 |       2481 |       2414 |       2470 |       2414 |       2414
    miss rate                        |     68.93% |     70.44% |     68.84% |     69.99% |     69.27% |     68.89% |     69.57%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17021 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.34 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      25.91 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1138 |       1135 |       1142 |       1137 |       1146 |       1141 |       1142
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
