                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    mpki                             |      16.91 |      16.74 |      16.67 |      16.52 |      16.50 |      16.45 |      16.43 |      16.41 |      16.39 |      16.37 |      16.38 |      16.36
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       8716 |       7428 |       8709 |       7351 |       8777 |       8757 |       8744 |       8720 |       8582 |       8333 |       8485 |       8525
    miss rate                        |     21.87% |     18.47% |     21.86% |     18.45% |     22.03% |     21.98% |     21.94% |     21.88% |     21.54% |     20.91% |     21.29% |     21.39%
    mpki                             |       0.22 |       0.19 |       0.22 |       0.18 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.21 |       0.22 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     686555 |     678931 |     675037 |     665971 |     664012 |     660125 |     657583 |     656239 |     655582 |     654632 |     654445 |     653422
    num cache misses                 |     670174 |     668483 |     668154 |     662386 |     660620 |     657160 |     654753 |     653612 |     652558 |     652084 |     651823 |     650935
    miss rate                        |     97.61% |     98.46% |     98.98% |     99.46% |     99.49% |     99.55% |     99.57% |     99.60% |     99.54% |     99.61% |     99.60% |     99.62%
    mpki                             |      16.72 |      16.66 |      16.71 |      16.61 |      16.64 |      16.60 |      16.58 |      16.56 |      16.54 |      16.52 |      16.53 |      16.52
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     670205 |     668518 |     668186 |     662419 |     660650 |     657190 |     654783 |     653642 |     652588 |     652118 |     651854 |     650965
    num cache misses                 |       2415 |       2490 |       2416 |       2415 |       2415 |       2415 |       2415 |       2415 |       2416 |       2415 |       2416 |       2416
    miss rate                        |      0.36% |      0.37% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      29064 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.76 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.33 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1164 |       1163 |       1169 |       1158 |       1163 |       1166 |       1170 |       1172 |       1163 |       1165 |       1165 |       1170
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
