                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   28759594 |   28624879 |   28613978 |   28624924 |   28635619 |   28690604 |   28695427 |   28698813 |   28666869 |   28694336 |   28759933 |   28656164 |   28734397
  Cycles                             |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564 |  228694564
  IPC                                |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Time (ns)                          |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400 |   85975400
  Idle time (ns)                     |       1247 |        168 |         75 |        124 |          6 |          6 |         75 |        -10 |        150 |        193 |        -45 |         64 |        -45
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059680 |    1057034 |    1056822 |    1057035 |    1057244 |    1058315 |    1058410 |    1058475 |    1057853 |    1058389 |    1059719 |    1057644 |    1059170
  num incorrect                      |       7979 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876271 |    2865838 |    2864997 |    2865842 |    2866669 |    2870913 |    2871287 |    2871547 |    2869081 |    2871203 |    2876325 |    2868254 |    2874297
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778022 |   15707990 |   15702327 |   15708017 |   15713584 |   15742158 |   15744660 |   15746420 |   15729822 |   15744099 |   15778126 |   15724258 |   15764918
    num misses                       |       6342 |       6031 |       6010 |       6031 |       6058 |       6185 |       6195 |       6201 |       6129 |       6194 |       6344 |       6105 |       6275
