                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.22 |       0.22 |       0.21 |       0.22 |       0.22 |       0.21 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6403 |       6092 |       6071 |       6092 |       6119 |       6246 |       6256 |       6262 |       6190 |       6255 |       6407 |       6166 |       6336
    num misses                       |        329 |        316 |        316 |        316 |        316 |        316 |        317 |        317 |        316 |        317 |        333 |        316 |        320
    miss rate                        |      5.14% |      5.19% |      5.21% |      5.19% |      5.16% |      5.06% |      5.07% |      5.06% |      5.11% |      5.07% |      5.20% |      5.12% |      5.05%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876271 |    2865838 |    2864997 |    2865842 |    2866669 |    2870913 |    2871287 |    2871547 |    2869081 |    2871203 |    2876325 |    2868254 |    2874297
    num cache misses                 |    1726781 |    1713398 |    1720462 |    1722360 |    1708574 |    1706373 |    1697757 |    1700097 |    1695023 |    1694438 |    1686133 |    1697394 |    1692189
    miss rate                        |     60.04% |     59.79% |     60.05% |     60.10% |     59.60% |     59.44% |     59.13% |     59.20% |     59.08% |     59.01% |     58.62% |     59.18% |     58.87%
    mpki                             |      60.04 |      59.86 |      60.13 |      60.17 |      59.67 |      59.47 |      59.16 |      59.24 |      59.13 |      59.05 |      58.63 |      59.23 |      58.89
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778022 |   15707990 |   15702327 |   15708017 |   15713584 |   15742158 |   15744660 |   15746420 |   15729822 |   15744099 |   15778126 |   15724258 |   15764918
    num cache misses                 |    2973138 |    2974018 |    2993421 |    2985578 |    2987490 |    2973616 |    2974280 |    2978377 |    2982854 |    2980816 |    2969616 |    2982688 |    2980760
    miss rate                        |     18.84% |     18.93% |     19.06% |     19.01% |     19.01% |     18.89% |     18.89% |     18.91% |     18.96% |     18.93% |     18.82% |     18.97% |     18.91%
    mpki                             |     103.38 |     103.90 |     104.61 |     104.30 |     104.33 |     103.64 |     103.65 |     103.78 |     104.05 |     103.88 |     103.26 |     104.09 |     103.73
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4700728 |    4691585 |    4714635 |    4708713 |    4696837 |    4680767 |    4672820 |    4679285 |    4678711 |    4676087 |    4656568 |    4680863 |    4673792
    num cache misses                 |    4141157 |    4148958 |    4187786 |    4175600 |    4181227 |    4161257 |    4159902 |    4166113 |    4166869 |    4157133 |    4147627 |    4172682 |    4148302
    miss rate                        |     88.10% |     88.43% |     88.83% |     88.68% |     89.02% |     88.90% |     89.02% |     89.03% |     89.06% |     88.90% |     89.07% |     89.14% |     88.76%
    mpki                             |     143.99 |     144.94 |     146.35 |     145.87 |     146.01 |     145.04 |     144.97 |     145.17 |     145.35 |     144.88 |     144.22 |     145.61 |     144.37
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4141967 |    4153127 |    4188538 |    4176375 |    4182000 |    4162035 |    4160685 |    4166924 |    4167704 |    4157967 |    4148447 |    4173463 |    4149151
    num cache misses                 |      35728 |      34363 |      35529 |      35548 |      35559 |      35580 |      35539 |      35579 |      35557 |      35577 |      35960 |      35540 |      35736
    miss rate                        |      0.86% |      0.83% |      0.85% |      0.85% |      0.85% |      0.85% |      0.85% |      0.85% |      0.85% |      0.86% |      0.87% |      0.85% |      0.86%
    mpki                             |       1.24 |       1.20 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.25 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     593965 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.51 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34185 |      32917 |      33955 |      33999 |      34055 |      34068 |      34058 |      34095 |      34073 |      34080 |      34401 |      34033 |      34222
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
