                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20006022 |   20015334 |   20008630 |   20003382 |   19981046 |   19967004 |   19972320 |   19953067 |   19946488 |   19942728 |   19937823 |   19934645 |   19927059 |   19929951
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20006022 |   20015334 |   20008630 |   20003382 |   19981046 |   19967004 |   19972320 |   19953067 |   19946488 |   19942728 |   19937823 |   19934645 |   19927059 |   19929951
    num cache misses                 |     673131 |     670148 |     665416 |     661377 |     659858 |     658602 |     656504 |     656675 |     656360 |     655825 |     654836 |     654536 |     653978 |     654007
    miss rate                        |      3.36% |      3.35% |      3.33% |      3.31% |      3.30% |      3.30% |      3.29% |      3.29% |      3.29% |      3.29% |      3.28% |      3.28% |      3.28% |      3.28%
    mpki                             |      16.79 |      16.70 |      16.59 |      16.49 |      16.47 |      16.46 |      16.40 |      16.42 |      16.42 |      16.41 |      16.38 |      16.38 |      16.37 |      16.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       8178 |       9550 |       9250 |       8364 |       8995 |       9134 |       8332 |       9133 |       9446 |       9417 |       8862 |       8982 |       8901 |       9119
    miss rate                        |     20.52% |     23.75% |     23.21% |     20.99% |     22.57% |     22.92% |     20.91% |     22.92% |     23.71% |     23.63% |     22.24% |     22.54% |     22.34% |     22.89%
    mpki                             |       0.20 |       0.24 |       0.23 |       0.21 |       0.22 |       0.23 |       0.21 |       0.23 |       0.24 |       0.24 |       0.22 |       0.22 |       0.22 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     681340 |     679730 |     674695 |     669770 |     668883 |     667767 |     664867 |     665838 |     665836 |     665268 |     663726 |     663546 |     662909 |     663155
    num cache misses                 |     678204 |     676514 |     671759 |     667238 |     666284 |     664972 |     662534 |     663027 |     662949 |     662511 |     661085 |     660923 |     660369 |     660418
    miss rate                        |     99.54% |     99.53% |     99.56% |     99.62% |     99.61% |     99.58% |     99.65% |     99.58% |     99.57% |     99.59% |     99.60% |     99.60% |     99.62% |     99.59%
    mpki                             |      16.91 |      16.86 |      16.75 |      16.64 |      16.64 |      16.61 |      16.55 |      16.58 |      16.58 |      16.57 |      16.54 |      16.54 |      16.53 |      16.53
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     678237 |     676546 |     671789 |     667269 |     666314 |     665004 |     662568 |     663057 |     662979 |     662540 |     661115 |     660953 |     660399 |     660447
    num cache misses                 |       2416 |       2488 |       2416 |       2416 |       2415 |       2417 |       2417 |       2417 |       2415 |       2415 |       2417 |       2417 |       2416 |       2418
    miss rate                        |      0.36% |      0.37% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33910 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      98.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      44.99 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1161 |       1170 |       1176 |       1163 |       1165 |       1164 |       1164 |       1166 |       1165 |       1170 |       1177 |       1170 |       1171 |       1168
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
