                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04%
    mpki                             |       0.19 |       0.19 |       0.19 |       0.18 |       0.19 |       0.22 |       0.18 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5292 |       5377 |       5291 |       5273 |       5312 |       6407 |       5278 |       5304 |       5338 |       5410 |       5326 |       5345 |       5294 |       5289 |       5476 |       5720
    num misses                       |        316 |        316 |        316 |        316 |        316 |        333 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.97% |      5.88% |      5.97% |      5.99% |      5.95% |      5.20% |      5.99% |      5.96% |      5.92% |      5.84% |      5.93% |      5.91% |      5.97% |      5.97% |      5.77% |      5.52%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2837668 |    2840850 |    2837608 |    2836964 |    2838295 |    2876325 |    2837103 |    2838021 |    2839279 |    2841914 |    2838762 |    2839686 |    2837706 |    2837563 |    2844116 |    2852640
    num cache misses                 |    1777274 |    1768579 |    1773238 |    1762575 |    1762929 |    1699112 |    1755890 |    1752037 |    1749156 |    1752872 |    1742572 |    1755481 |    1744211 |    1748816 |    1744979 |    1728553
    miss rate                        |     62.63% |     62.26% |     62.49% |     62.13% |     62.11% |     59.07% |     61.89% |     61.73% |     61.61% |     61.68% |     61.38% |     61.82% |     61.47% |     61.63% |     61.35% |     60.59%
    mpki                             |      62.89 |      62.49 |      62.75 |      62.39 |      62.36 |      59.08 |      62.15 |      61.99 |      61.85 |      61.91 |      61.63 |      62.06 |      61.72 |      61.89 |      61.57 |      60.75
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15518400 |   15539820 |   15518003 |   15513674 |   15522626 |   15778139 |   15514609 |   15520784 |   15529249 |   15546984 |   15525755 |   15531986 |   15518656 |   15517711 |   15561804 |   15619166
    num cache misses                 |    4293668 |    4298192 |    4315071 |    4317546 |    4313388 |    4281618 |    4324926 |    4312898 |    4316521 |    4311758 |    4311705 |    4327742 |    4317992 |    4309028 |    4312109 |    4303368
    miss rate                        |     27.67% |     27.66% |     27.81% |     27.83% |     27.79% |     27.14% |     27.88% |     27.79% |     27.80% |     27.73% |     27.77% |     27.86% |     27.82% |     27.77% |     27.71% |     27.55%
    mpki                             |     151.93 |     151.87 |     152.70 |     152.83 |     152.59 |     148.87 |     153.08 |     152.59 |     152.63 |     152.28 |     152.50 |     153.00 |     152.79 |     152.48 |     152.14 |     151.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6071970 |    6067755 |    6089259 |    6081121 |    6077325 |    5981752 |    6081757 |    6065899 |    6066681 |    6065624 |    6055269 |    6084252 |    6063162 |    6058874 |    6058066 |    6032892
    num cache misses                 |    5710273 |    5707896 |    5726520 |    5730602 |    5733190 |    5598181 |    5735800 |    5727266 |    5729626 |    5708911 |    5727126 |    5725952 |    5730316 |    5705270 |    5706942 |    5668316
    miss rate                        |     94.04% |     94.07% |     94.04% |     94.24% |     94.34% |     93.59% |     94.31% |     94.42% |     94.44% |     94.12% |     94.58% |     94.11% |     94.51% |     94.16% |     94.20% |     93.96%
    mpki                             |     202.06 |     201.68 |     202.64 |     202.85 |     202.81 |     194.65 |     203.02 |     202.63 |     202.60 |     201.62 |     202.56 |     202.43 |     202.77 |     201.89 |     201.35 |     199.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5711301 |    5708880 |    5727470 |    5731602 |    5734198 |    5599203 |    5736741 |    5728230 |    5730630 |    5709905 |    5728118 |    5726984 |    5731275 |    5706302 |    5707920 |    5669288
    num cache misses                 |      37350 |      37322 |      37373 |      37434 |      37468 |      37851 |      37552 |      37493 |      37393 |      37333 |      37471 |      37466 |      37576 |      37568 |      37276 |      37373
    miss rate                        |      0.65% |      0.65% |      0.65% |      0.65% |      0.65% |      0.68% |      0.65% |      0.65% |      0.65% |      0.65% |      0.65% |      0.65% |      0.66% |      0.66% |      0.65% |      0.66%
    mpki                             |       1.32 |       1.32 |       1.32 |       1.33 |       1.33 |       1.32 |       1.33 |       1.33 |       1.32 |       1.32 |       1.33 |       1.32 |       1.33 |       1.33 |       1.32 |       1.31
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     760459 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.88 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.45 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34058 |      34019 |      34080 |      34141 |      34074 |      34210 |      34154 |      34085 |      34039 |      33939 |      34068 |      34046 |      34030 |      34123 |      33974 |      34004
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
