                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   28260077 |   28301281 |   28259296 |   28250988 |   28268197 |   28759956 |   28252770 |   28264653 |   28280940 |   28315065 |   28274237 |   28286205 |   28260563 |   28258748 |   28343583 |   28453950
  Cycles                             |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816 |  266312816
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600 |  100117600
  Idle time (ns)                     |          2 |        307 |        183 |         22 |        138 |        -73 |         80 |          2 |        147 |        133 |        -73 |        133 |        288 |        376 |        147 |        307
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1049924 |    1050727 |    1049909 |    1049745 |    1050082 |    1059719 |    1049781 |    1050012 |    1050330 |    1050995 |    1050200 |    1050433 |    1049933 |    1049896 |    1051551 |    1053703
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2837668 |    2840850 |    2837608 |    2836964 |    2838295 |    2876325 |    2837103 |    2838021 |    2839279 |    2841914 |    2838762 |    2839686 |    2837706 |    2837563 |    2844116 |    2852640
    num misses                       |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15518400 |   15539820 |   15518003 |   15513674 |   15522626 |   15778139 |   15514609 |   15520784 |   15529249 |   15546984 |   15525755 |   15531986 |   15518656 |   15517711 |   15561804 |   15619166
    num misses                       |       5231 |       5316 |       5230 |       5212 |       5251 |       6344 |       5217 |       5243 |       5277 |       5349 |       5265 |       5284 |       5233 |       5228 |       5415 |       5659
