                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15543879 |   15544268 |   15571009 |   15567416 |   15623102 |   15556892 |   15615215 |   15608768 |   15564261 |   15571968 |   15549558 |   15579576 |   15579706 |   15623446 |   15778126 |   15654272
    num misses                       |       5334 |       5335 |       5456 |       5439 |       5676 |       5393 |       5641 |       5613 |       5426 |       5459 |       5361 |       5492 |       5493 |       5679 |       6344 |       5803
    miss rate                        |      0.03% |      0.03% |      0.04% |      0.03% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.03% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.19 |       0.19 |       0.19 |       0.19 |       0.20 |       0.19 |       0.20 |       0.20 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.20 |       0.22 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5395 |       5396 |       5517 |       5500 |       5737 |       5454 |       5702 |       5674 |       5487 |       5520 |       5422 |       5553 |       5554 |       5740 |       6407 |       5864
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        333 |        316
    miss rate                        |      5.86% |      5.86% |      5.73% |      5.75% |      5.51% |      5.79% |      5.54% |      5.57% |      5.76% |      5.72% |      5.83% |      5.69% |      5.69% |      5.51% |      5.20% |      5.39%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2841454 |    2841510 |    2845486 |    2844950 |    2853224 |    2843387 |    2852054 |    2851095 |    2844481 |    2845626 |    2842297 |    2846756 |    2846776 |    2853275 |    2876325 |    2857855
    num cache misses                 |    1770400 |    1763887 |    1764636 |    1753286 |    1739631 |    1740472 |    1737329 |    1733415 |    1738449 |    1742967 |    1750595 |    1737234 |    1736390 |    1732801 |    1702372 |    1715678
    miss rate                        |     62.31% |     62.08% |     62.02% |     61.63% |     60.97% |     61.21% |     60.92% |     60.80% |     61.12% |     61.25% |     61.59% |     61.03% |     60.99% |     60.73% |     59.19% |     60.03%
    mpki                             |      62.54 |      62.31 |      62.22 |      61.83 |      61.12 |      61.43 |      61.07 |      60.96 |      61.32 |      61.45 |      61.81 |      61.22 |      61.19 |      60.88 |      59.19 |      60.15
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15543879 |   15544268 |   15571009 |   15567416 |   15623102 |   15556892 |   15615215 |   15608768 |   15564261 |   15571968 |   15549558 |   15579576 |   15579706 |   15623446 |   15778126 |   15654272
    num cache misses                 |    4283303 |    4280500 |    4284751 |    4280803 |    4276216 |    4284982 |    4276717 |    4276640 |    4299461 |    4294761 |    4322674 |    4273216 |    4269775 |    4277152 |    4288351 |    4268926
    miss rate                        |     27.56% |     27.54% |     27.52% |     27.50% |     27.37% |     27.54% |     27.39% |     27.40% |     27.62% |     27.58% |     27.80% |     27.43% |     27.41% |     27.38% |     27.18% |     27.27%
    mpki                             |     151.30 |     151.20 |     151.08 |     150.98 |     150.25 |     151.23 |     150.34 |     150.41 |     151.67 |     151.42 |     152.64 |     150.58 |     150.46 |     150.27 |     149.11 |     149.67
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6054595 |    6045330 |    6050301 |    6034993 |    6016794 |    6026404 |    6014987 |    6011000 |    6038827 |    6038679 |    6074174 |    6011362 |    6007108 |    6010879 |    5991706 |    5985534
    num cache misses                 |    5532908 |    5529331 |    5541969 |    5537102 |    5508942 |    5545457 |    5515952 |    5533794 |    5562290 |    5553818 |    5586039 |    5530992 |    5516976 |    5524556 |    5483183 |    5479135
    miss rate                        |     91.38% |     91.46% |     91.60% |     91.75% |     91.56% |     92.02% |     91.70% |     92.06% |     92.11% |     91.97% |     91.96% |     92.01% |     91.84% |     91.91% |     91.51% |     91.54%
    mpki                             |     195.45 |     195.31 |     195.41 |     195.28 |     193.56 |     195.72 |     193.91 |     194.62 |     196.21 |     195.81 |     197.25 |     194.91 |     194.41 |     194.10 |     190.65 |     192.11
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5533823 |    5530297 |    5542905 |    5538026 |    5509913 |    5546430 |    5516916 |    5534761 |    5563227 |    5554791 |    5586969 |    5531925 |    5517941 |    5525501 |    5484191 |    5480086
    num cache misses                 |      37030 |      37203 |      37157 |      37130 |      37117 |      37348 |      37258 |      37263 |      37227 |      37222 |      37288 |      37282 |      37189 |      37287 |      37718 |      37171
    miss rate                        |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.68% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.69% |      0.68%
    mpki                             |       1.31 |       1.31 |       1.31 |       1.31 |       1.30 |       1.32 |       1.31 |       1.31 |       1.31 |       1.31 |       1.32 |       1.31 |       1.31 |       1.31 |       1.31 |       1.30
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     756394 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.23 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34678 |      34772 |      34699 |      34709 |      34748 |      34782 |      34764 |      34783 |      34704 |      34743 |      34786 |      34711 |      34768 |      34698 |      35109 |      34705
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
