                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   28309102 |   28309847 |   28361314 |   28354377 |   28461527 |   28334136 |   28446359 |   28433943 |   28348310 |   28363144 |   28320014 |   28377778 |   28378028 |   28462189 |   28759933 |   28521501
  Cycles                             |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176 |  294764176
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600 |  110813600
  Idle time (ns)                     |        376 |        312 |         56 |        151 |        486 |        199 |        -47 |        112 |        544 |         50 |        376 |        101 |        312 |        199 |        -47 |         56
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1050879 |    1050893 |    1051897 |    1051762 |    1053850 |    1051367 |    1053555 |    1053313 |    1051643 |    1051932 |    1051092 |    1052217 |    1052222 |    1053863 |    1059719 |    1055019
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2841454 |    2841510 |    2845486 |    2844950 |    2853224 |    2843387 |    2852054 |    2851095 |    2844481 |    2845626 |    2842297 |    2846756 |    2846776 |    2853275 |    2876325 |    2857855
