                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  mpki                               |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     8363584 |     8407446 |     8444913 |     8431529 |     8435981 |     8480519 |     8443226 |     8497379 |     8440986 |     8502088 |     8462027 |     8496978 |     8475083 |     8480476 |     8525013 |     8475747
    num misses                       |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          43 |          40
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    35372472 |    35558124 |    35716711 |    35660063 |    35678902 |    35867404 |    35709567 |    35938771 |    35700082 |    35958709 |    35789138 |    35937077 |    35844403 |    35867231 |    36055598 |    35847216
    num misses                       |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          71 |          69
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         114 |         109
    num misses                       |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         112 |         109
    miss rate                        |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |      98.25% |     100.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8363584 |     8407446 |     8444913 |     8431529 |     8435981 |     8480519 |     8443226 |     8497379 |     8440986 |     8502088 |     8462027 |     8496978 |     8475083 |     8480476 |     8525013 |     8475747
    num cache misses                 |     2892668 |     2850300 |     2837471 |     2817049 |     2805579 |     2807899 |     2787706 |     2796977 |     2773027 |     2786684 |     2769441 |     2776840 |     2766230 |     2765218 |     2776969 |     2759224
    miss rate                        |      34.59% |      33.90% |      33.60% |      33.41% |      33.26% |      33.11% |      33.02% |      32.92% |      32.85% |      32.78% |      32.73% |      32.68% |      32.64% |      32.61% |      32.57% |      32.55%
    mpki                             |       37.68 |       36.93 |       36.60 |       36.40 |       36.23 |       36.07 |       35.97 |       35.86 |       35.79 |       35.71 |       35.65 |       35.60 |       35.56 |       35.52 |       35.49 |       35.46
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    35372472 |    35558124 |    35716711 |    35660063 |    35678902 |    35867404 |    35709567 |    35938771 |    35700082 |    35958709 |    35789138 |    35937077 |    35844403 |    35867231 |    36055598 |    35847216
    num cache misses                 |    20408009 |    20582899 |    20468799 |    20647531 |    20684031 |    20686055 |    20720705 |    20699054 |    20726696 |    20696267 |    20763037 |    20807864 |    20778490 |    20805709 |    20574600 |    20776155
    miss rate                        |      57.69% |      57.89% |      57.31% |      57.90% |      57.97% |      57.67% |      58.03% |      57.60% |      58.06% |      57.56% |      58.01% |      57.90% |      57.97% |      58.01% |      57.06% |      57.96%
    mpki                             |      265.83 |      266.71 |      264.05 |      266.78 |      267.11 |      265.73 |      267.35 |      265.36 |      267.50 |      265.18 |      267.30 |      266.77 |      267.09 |      267.26 |      262.91 |      267.03
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    23300729 |    23433268 |    23306320 |    23464640 |    23489659 |    23494051 |    23508469 |    23496125 |    23499775 |    23483047 |    23532544 |    23584767 |    23544773 |    23570986 |    23351636 |    23535450
    num cache misses                 |    21612002 |    21783399 |    21577329 |    21816120 |    21890856 |    21668795 |    21899770 |    21598968 |    21974417 |    21637500 |    21888913 |    21715265 |    21823124 |    21884885 |    21392575 |    21846510
    miss rate                        |      92.75% |      92.96% |      92.58% |      92.97% |      93.19% |      92.23% |      93.16% |      91.93% |      93.51% |      92.14% |      93.02% |      92.07% |      92.69% |      92.85% |      91.61% |      92.82%
    mpki                             |      281.51 |      282.26 |      278.35 |      281.88 |      282.69 |      278.35 |      282.56 |      276.90 |      283.60 |      277.24 |      281.79 |      278.41 |      280.51 |      281.13 |      273.36 |      280.79
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    21612058 |    21783471 |    21577386 |    21816185 |    21890907 |    21668896 |    21899833 |    21599070 |    21974472 |    21637603 |    21888984 |    21715333 |    21823180 |    21884946 |    21392649 |    21846588
    num cache misses                 |       10766 |       11162 |        8912 |       11307 |       11076 |        9417 |       11486 |        9483 |       11540 |        9465 |       11569 |       11481 |       11397 |       11642 |        9361 |       11418
    miss rate                        |       0.05% |       0.05% |       0.04% |       0.05% |       0.05% |       0.04% |       0.05% |       0.04% |       0.05% |       0.04% |       0.05% |       0.05% |       0.05% |       0.05% |       0.04% |       0.05%
    mpki                             |        0.14 |        0.14 |        0.11 |        0.15 |        0.14 |        0.12 |        0.15 |        0.12 |        0.15 |        0.12 |        0.15 |        0.15 |        0.15 |        0.15 |        0.12 |        0.15
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |      191746 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       69.52 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.09 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        3940 |        3978 |        2481 |        4005 |        3937 |        2706 |        4082 |        2707 |        4106 |        2681 |        4117 |        4061 |        4043 |        4180 |        2531 |        4036
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
