                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40182 |      39841 |      40218 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num misses                       |         74 |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        120 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     96.00% |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15300 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5494 |       6606 |       5453 |       6589 |       6439 |       5701 |       6015 |       6839 |       6648 |       6771 |       6748 |       6734 |       6783
    miss rate                        |     35.91% |     43.56% |     35.56% |     43.45% |     42.46% |     37.60% |     39.67% |     45.10% |     43.84% |     44.65% |     44.50% |     44.41% |     44.73%
    mpki                             |       0.44 |       0.52 |       0.43 |       0.52 |       0.51 |       0.45 |       0.48 |       0.54 |       0.53 |       0.54 |       0.54 |       0.53 |       0.54
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40182 |      39841 |      40218 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       7790 |       8807 |       7818 |       8681 |       8429 |       8059 |       8187 |       8818 |       8685 |       8736 |       8644 |       8802 |       8766
    miss rate                        |     19.39% |     22.11% |     19.44% |     21.79% |     21.16% |     20.23% |     20.55% |     22.13% |     21.80% |     21.93% |     21.70% |     22.09% |     22.00%
    mpki                             |       0.62 |       0.70 |       0.62 |       0.69 |       0.67 |       0.64 |       0.65 |       0.70 |       0.69 |       0.69 |       0.69 |       0.70 |       0.70
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13317 |      15443 |      13304 |      15301 |      14898 |      13790 |      14232 |      15687 |      15363 |      15537 |      15422 |      15567 |      15579
    num cache misses                 |      10969 |      12643 |      11034 |      12623 |      12180 |      11410 |      11753 |      12707 |      12444 |      12649 |      12529 |      12583 |      12585
    miss rate                        |     82.37% |     81.87% |     82.94% |     82.50% |     81.76% |     82.74% |     82.58% |     81.00% |     81.00% |     81.41% |     81.24% |     80.83% |     80.78%
    mpki                             |       0.87 |       1.00 |       0.87 |       1.00 |       0.97 |       0.90 |       0.93 |       1.01 |       0.99 |       1.00 |       0.99 |       1.00 |       1.00
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11005 |      12678 |      11071 |      12656 |      12210 |      11441 |      11783 |      12739 |      12474 |      12679 |      12561 |      12617 |      12615
    num cache misses                 |       2645 |       2600 |       2657 |       2602 |       2597 |       2590 |       2588 |       2604 |       2594 |       2601 |       2594 |       2594 |       2606
    miss rate                        |     24.03% |     20.51% |     24.00% |     20.56% |     21.27% |     22.64% |     21.96% |     20.44% |     20.80% |     20.51% |     20.65% |     20.56% |     20.66%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34194 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      88.10 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1309 |       1329 |       1308 |       1334 |       1324 |       1314 |       1306 |       1340 |       1323 |       1326 |       1316 |       1323 |       1338
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
