                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num accesses                     |    8002305 |    8471700 |    7370369 |    7612558 |    8525013 |    8448554 |    7149714 |    8282204 |    8395514 |    7906733 |    8036666 |    8483787 |    8459058
    num misses                       |         40 |         40 |         40 |         40 |         43 |         40 |         40 |         40 |         40 |         40 |         40 |         40 |         40
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   33843366 |   35830090 |   31168700 |   32193765 |   36055649 |   35732133 |   30234775 |   35028043 |   35507631 |   33438862 |   33988808 |   35881239 |   35776575
    num misses                       |         69 |         69 |         68 |         68 |         71 |         69 |         68 |         69 |         69 |         69 |         69 |         69 |         69
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        109 |        109 |        108 |        108 |        114 |        109 |        108 |        109 |        109 |        109 |        109 |        109 |        109
    num misses                       |        109 |        109 |        108 |        108 |        112 |        109 |        108 |        109 |        109 |        109 |        109 |        109 |        109
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |     98.25% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8002305 |    8471700 |    7370369 |    7612558 |    8525013 |    8448554 |    7149714 |    8282204 |    8395514 |    7906733 |    8036666 |    8483787 |    8459058
    num cache misses                 |    6883906 |    7109645 |    6490238 |    6652663 |    7101396 |    7125132 |    6347533 |    7036563 |    7102876 |    6827391 |    6893893 |    7095059 |    7095030
    miss rate                        |     86.02% |     83.92% |     88.06% |     87.39% |     83.30% |     84.34% |     88.78% |     84.96% |     84.60% |     86.35% |     85.78% |     83.63% |     83.87%
    mpki                             |      93.73 |      91.42 |      95.97 |      95.23 |      90.74 |      91.87 |      96.77 |      92.56 |      92.17 |      94.09 |      93.46 |      91.11 |      91.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   33843366 |   35830090 |   31168700 |   32193765 |   36055649 |   35732133 |   30234775 |   35028043 |   35507631 |   33438862 |   33988808 |   35881239 |   35776575
    num cache misses                 |   10550732 |   10754309 |   10216371 |   10350724 |   10750584 |   10749831 |   10106713 |   10675625 |   10722621 |   10480436 |   10547877 |   10741206 |   10733011
    miss rate                        |     31.18% |     30.01% |     32.78% |     32.15% |     29.82% |     30.08% |     33.43% |     30.48% |     30.20% |     31.34% |     31.03% |     29.94% |     30.00%
    mpki                             |     143.65 |     138.29 |     151.07 |     148.17 |     137.38 |     138.61 |     154.07 |     140.43 |     139.14 |     144.43 |     143.00 |     137.92 |     138.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17434650 |   17863966 |   16706619 |   17003397 |   17852000 |   17874974 |   16454258 |   17712199 |   17825509 |   17307839 |   17441780 |   17836276 |   17828052
    num cache misses                 |   13782394 |   13891887 |   13533227 |   13645650 |   13894779 |   13893840 |   13433791 |   13853399 |   13889117 |   13760151 |   13792915 |   13891444 |   13896559
    miss rate                        |     79.05% |     77.76% |     81.01% |     80.25% |     77.83% |     77.73% |     81.64% |     78.21% |     77.92% |     79.50% |     79.08% |     77.88% |     77.95%
    mpki                             |     187.66 |     178.64 |     200.11 |     195.34 |     177.55 |     179.15 |     204.79 |     182.23 |     180.23 |     189.62 |     186.99 |     178.38 |     178.96
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13782409 |   13891900 |   13533238 |   13645662 |   13894799 |   13893851 |   13433804 |   13853412 |   13889130 |   13760163 |   13792926 |   13891455 |   13896570
    num cache misses                 |       3884 |       3943 |       3921 |       3879 |       4053 |       3950 |       3890 |       3916 |       3965 |       3899 |       3948 |       3965 |       4061
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.05 |       0.05 |       0.06 |       0.06 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      52195 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     196.75 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     143.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2210 |       1848 |       2151 |       2123 |       1825 |       2241 |       2106 |       2248 |       2168 |       2161 |       2165 |       1845 |       1852
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
