                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60121686 |   60121258 |   60121503 |   60121211 |   60121417 |   60121373 |   60121304 |   60121079 |   60121015 |   60120948 |   60120939 |   60120909 |   60120841 |   60120717 |   60120629 |   60120560
  Cycles                             |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260 |  320559260
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000 |  120511000
  Idle time (ns)                     |        -89 |         34 |        -45 |         28 |         20 |        -45 |        -76 |         20 |         20 |         83 |          1 |        -89 |        -87 |         54 |         17 |         83
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022010 |   10021967 |   10021999 |   10021964 |   10021987 |   10021983 |   10021972 |   10021948 |   10021938 |   10021932 |   10021930 |   10021929 |   10021921 |   10021913 |   10021904 |   10021893
  num incorrect                      |       1516 |       1478 |       1503 |       1473 |       1495 |       1489 |       1482 |       1467 |       1466 |       1457 |       1455 |       1453 |       1451 |       1442 |       1440 |       1440
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
