                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num cache misses                 |       6970 |       6563 |       7103 |       7047 |       6585 |       5948 |       6787 |       7079 |       5650 |       5766 |       7012 |       5994 |       6871 |       6737 |       6978 |       6734
    miss rate                        |     45.96% |     43.28% |     46.84% |     46.47% |     43.43% |     39.22% |     44.76% |     46.68% |     36.85% |     38.02% |     46.24% |     39.53% |     45.31% |     44.43% |     46.02% |     44.41%
    mpki                             |       0.55 |       0.52 |       0.56 |       0.56 |       0.52 |       0.47 |       0.54 |       0.56 |       0.45 |       0.46 |       0.56 |       0.48 |       0.55 |       0.53 |       0.55 |       0.54
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      40204 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       9862 |       9468 |       9977 |       9985 |       9375 |       8925 |       9667 |      10033 |       8774 |       8950 |       9761 |       8998 |       9640 |       9557 |       9833 |       9518
    miss rate                        |     24.75% |     23.76% |     25.04% |     25.06% |     23.53% |     22.40% |     24.26% |     25.18% |     21.82% |     22.46% |     24.50% |     22.58% |     24.20% |     23.99% |     24.68% |     23.89%
    mpki                             |       0.78 |       0.75 |       0.79 |       0.79 |       0.74 |       0.71 |       0.77 |       0.80 |       0.70 |       0.71 |       0.78 |       0.71 |       0.77 |       0.76 |       0.78 |       0.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16862 |      16061 |      17110 |      17062 |      15990 |      14903 |      16484 |      17142 |      14457 |      14745 |      16805 |      15022 |      16541 |      16324 |      16841 |      16284
    num cache misses                 |      14444 |      13518 |      14556 |      14580 |      13346 |      12593 |      13807 |      14451 |      12218 |      12389 |      14167 |      12445 |      14112 |      13913 |      14268 |      13959
    miss rate                        |     85.66% |     84.17% |     85.07% |     85.45% |     83.46% |     84.50% |     83.76% |     84.30% |     84.51% |     84.02% |     84.30% |     82.85% |     85.32% |     85.23% |     84.72% |     85.72%
    mpki                             |       1.15 |       1.07 |       1.16 |       1.16 |       1.06 |       1.00 |       1.10 |       1.15 |       0.97 |       0.98 |       1.13 |       0.99 |       1.12 |       1.10 |       1.13 |       1.11
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14474 |      13548 |      14586 |      14610 |      13376 |      12626 |      13837 |      14481 |      12253 |      12421 |      14199 |      12476 |      14143 |      13943 |      14298 |      13991
    num cache misses                 |       2714 |       2681 |       2704 |       2709 |       2682 |       2662 |       2713 |       2709 |       2734 |       2665 |       2713 |       2671 |       2700 |       2713 |       2702 |       2730
    miss rate                        |     18.75% |     19.79% |     18.54% |     18.54% |     20.05% |     21.08% |     19.61% |     18.71% |     22.31% |     21.46% |     19.11% |     21.41% |     19.09% |     19.46% |     18.90% |     19.51%
    mpki                             |       0.22 |       0.21 |       0.21 |       0.22 |       0.21 |       0.21 |       0.22 |       0.22 |       0.22 |       0.21 |       0.22 |       0.21 |       0.21 |       0.22 |       0.21 |       0.22
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      43692 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.60 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1397 |       1376 |       1396 |       1395 |       1368 |       1356 |       1397 |       1388 |       1354 |       1350 |       1399 |       1365 |       1391 |       1385 |       1388 |       1404
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
