                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     96.03% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5718 |       5877 |       6102 |       6788 |       6696 |       6758 |       6797 |       6798 |       6748 |       5669 |       6856 |       6634 |       6900 |       6847
    miss rate                        |     37.29% |     38.76% |     40.24% |     44.76% |     44.16% |     44.57% |     44.82% |     44.83% |     44.50% |     37.38% |     45.21% |     43.75% |     45.50% |     45.15%
    mpki                             |       0.45 |       0.47 |       0.48 |       0.54 |       0.53 |       0.54 |       0.54 |       0.54 |       0.54 |       0.45 |       0.54 |       0.53 |       0.55 |       0.54
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40239 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       8372 |       8549 |       8580 |       9188 |       8889 |       9089 |       9231 |       9056 |       9159 |       8251 |       9260 |       8965 |       9281 |       9219
    miss rate                        |     20.81% |     21.46% |     21.54% |     23.06% |     22.31% |     22.81% |     23.17% |     22.73% |     22.99% |     20.71% |     23.24% |     22.50% |     23.30% |     23.14%
    mpki                             |       0.66 |       0.68 |       0.68 |       0.73 |       0.71 |       0.72 |       0.73 |       0.72 |       0.73 |       0.65 |       0.74 |       0.71 |       0.74 |       0.73
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14123 |      14456 |      14713 |      16007 |      15615 |      15878 |      16058 |      15884 |      15937 |      13950 |      16146 |      15630 |      16211 |      16096
    num cache misses                 |      11594 |      11788 |      11927 |      13545 |      12886 |      13333 |      13482 |      13061 |      13222 |      11465 |      13411 |      13124 |      13584 |      13458
    miss rate                        |     82.09% |     81.54% |     81.06% |     84.62% |     82.52% |     83.97% |     83.96% |     82.23% |     82.96% |     82.19% |     83.06% |     83.97% |     83.79% |     83.61%
    mpki                             |       0.92 |       0.93 |       0.95 |       1.08 |       1.02 |       1.06 |       1.07 |       1.04 |       1.05 |       0.91 |       1.07 |       1.04 |       1.08 |       1.07
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11630 |      11820 |      11958 |      13576 |      12918 |      13366 |      13513 |      13091 |      13255 |      11500 |      13441 |      13155 |      13614 |      13489
    num cache misses                 |       2680 |       2607 |       2619 |       2638 |       2632 |       2633 |       2629 |       2621 |       2621 |       2612 |       2615 |       2618 |       2642 |       2639
    miss rate                        |     23.04% |     22.06% |     21.90% |     19.43% |     20.37% |     19.70% |     19.46% |     20.02% |     19.77% |     22.71% |     19.46% |     19.90% |     19.41% |     19.56%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      37182 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.86 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1330 |       1328 |       1339 |       1364 |       1353 |       1352 |       1351 |       1348 |       1348 |       1334 |       1342 |       1341 |       1364 |       1359
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
