                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   40121747 |   40120348 |   40032672 |   39952208 |   39771071 |   39687941 |   39656047 |   39656592 |   39631237 |   39602905 |   39590406
  Cycles                             |  146377140 |  146377140 |  146377140 |  146377140 |  146377140 |  146377140 |  146377140 |  146377140 |  146377140 |  146377140 |  146377140
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   55029000 |   55029000 |   55029000 |   55029000 |   55029000 |   55029000 |   55029000 |   55029000 |   55029000 |   55029000 |   55029000
  Idle time (ns)                     |        -52 |          6 |        -52 |        -12 |         71 |         23 |         53 |         36 |          6 |         19 |        -26
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022006 |   10021815 |    9999896 |    9979782 |    9934496 |    9913715 |    9905740 |    9905876 |    9899538 |    9892455 |    9889330
  num incorrect                      |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20015334 |   20014976 |   19971139 |   19930911 |   19840339 |   19798777 |   19782827 |   19783099 |   19770424 |   19756256 |   19750006
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40247 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20015334 |   20014976 |   19971139 |   19930911 |   19840339 |   19798777 |   19782827 |   19783099 |   19770424 |   19756256 |   19750006
    num cache misses                 |     676248 |     670721 |     663342 |     657000 |     653723 |     651211 |     649622 |     648838 |     648648 |     647319 |     647139
    miss rate                        |      3.38% |      3.35% |      3.32% |      3.30% |      3.29% |      3.29% |      3.28% |      3.28% |      3.28% |      3.28% |      3.28%
    mpki                             |      16.85 |      16.72 |      16.57 |      16.44 |      16.44 |      16.41 |      16.38 |      16.36 |      16.37 |      16.35 |      16.35
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40247 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       7700 |       7860 |       7514 |       6706 |       7623 |       7933 |       7829 |       7658 |       7931 |       7405 |       7604
    miss rate                        |     19.13% |     19.73% |     18.86% |     16.83% |     19.13% |     19.91% |     19.65% |     19.22% |     19.90% |     18.58% |     19.08%
    mpki                             |       0.19 |       0.20 |       0.19 |       0.17 |       0.19 |       0.20 |       0.20 |       0.19 |       0.20 |       0.19 |       0.19
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     683980 |     678610 |     670885 |     663739 |     661376 |     659174 |     657479 |     656526 |     656609 |     654754 |     654774
    num cache misses                 |     661531 |     662553 |     661792 |     658621 |     657524 |     655548 |     654260 |     653528 |     653317 |     652038 |     651924
    miss rate                        |     96.72% |     97.63% |     98.64% |     99.23% |     99.42% |     99.45% |     99.51% |     99.54% |     99.50% |     99.59% |     99.56%
    mpki                             |      16.49 |      16.51 |      16.53 |      16.49 |      16.53 |      16.52 |      16.50 |      16.48 |      16.48 |      16.46 |      16.47
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     661565 |     662582 |     661824 |     658655 |     657554 |     655578 |     654289 |     653558 |     653347 |     652069 |     651956
    num cache misses                 |       2488 |       2415 |       2416 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415
    miss rate                        |      0.38% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      26639 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      91.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      38.53 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1167 |       1162 |       1162 |       1159 |       1162 |       1161 |       1166 |       1159 |       1162 |       1161 |       1160
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
