                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   40120865 |   40109596 |   40102228 |   40100045 |   40101824 |   40121709 |   40099221 |   40107464 |   40094977
  Cycles                             |  120720908 |  120720908 |  120720908 |  120720908 |  120720908 |  120720908 |  120720908 |  120720908 |  120720908
  IPC                                |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33
  Time (ns)                          |   45383800 |   45383800 |   45383800 |   45383800 |   45383800 |   45383800 |   45383800 |   45383800 |   45383800
  Idle time (ns)                     |        579 |         14 |        -67 |         -2 |        -32 |        -95 |        -95 |        -71 |        -32
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |   10021926 |   10019140 |   10017299 |   10016754 |   10017199 |   10022008 |   10016547 |   10018608 |   10015487
  num incorrect                      |       1452 |       1441 |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15185 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165
    num misses                       |         49 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      39916 |      39839 |      39839 |      39839 |      39839 |      40245 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        124 |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123
    num misses                       |        117 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116
    miss rate                        |     94.35% |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15185 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165
    num cache misses                 |       5207 |       5617 |       5662 |       5623 |       5552 |       5224 |       5468 |       5617 |       5207
    miss rate                        |     34.29% |     37.04% |     37.34% |     37.08% |     36.61% |     34.07% |     36.06% |     37.04% |     34.34%
    mpki                             |       0.13 |       0.14 |       0.14 |       0.14 |       0.14 |       0.13 |       0.14 |       0.14 |       0.13
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39916 |      39839 |      39839 |      39839 |      39839 |      40245 |      39839 |      39839 |      39839
    num cache misses                 |       5722 |       5901 |       5933 |       5922 |       5903 |       5728 |       5862 |       5922 |       5720
    miss rate                        |     14.34% |     14.81% |     14.89% |     14.86% |     14.82% |     14.23% |     14.71% |     14.86% |     14.36%
    mpki                             |       0.14 |       0.15 |       0.15 |       0.15 |       0.15 |       0.14 |       0.15 |       0.15 |       0.14
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10962 |      11548 |      11628 |      11578 |      11487 |      10986 |      11362 |      11570 |      10958
    num cache misses                 |       6738 |       6459 |       7066 |       7099 |       6825 |       6639 |       6705 |       6735 |       6729
    miss rate                        |     61.47% |     55.93% |     60.77% |     61.31% |     59.41% |     60.43% |     59.01% |     58.21% |     61.41%
    mpki                             |       0.17 |       0.16 |       0.18 |       0.18 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6776 |       6491 |       7101 |       7135 |       6859 |       6675 |       6739 |       6766 |       6766
    num cache misses                 |       2527 |       2473 |       2504 |       2514 |       2495 |       2583 |       2516 |       2484 |       2514
    miss rate                        |     37.29% |     38.10% |     35.26% |     35.23% |     36.38% |     38.70% |     37.33% |     36.71% |     37.16%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      22769 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.46 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
