                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |     121690 |     121516 |     121505 |     121437 |     121357 |     121295 |     121267 |     121124 |     121039 |     121098 |     120925 |     120878 |     120851 |     120749 |     120716
  Cycles                             |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552 |     524552
  IPC                                |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200 |     197200
  Idle time (ns)                     |       -100 |         81 |        -28 |        -34 |        -47 |        -47 |        -47 |         28 |        101 |        -59 |         78 |         -0 |         49 |         40 |         -7
  Idle time (%)                      |      -0.1% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.1% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      22023 |      22013 |      22012 |      22000 |      21995 |      21984 |      21982 |      21966 |      21954 |      21963 |      21943 |      21942 |      21937 |      21927 |      21926
  num incorrect                      |       1503 |       1493 |       1490 |       1482 |       1473 |       1468 |       1465 |       1458 |       1454 |       1456 |       1442 |       1439 |       1438 |       1433 |       1428
  misprediction rate                 |      6.39% |      6.35% |      6.34% |      6.31% |      6.28% |      6.26% |      6.25% |      6.22% |      6.21% |      6.22% |      6.17% |      6.15% |      6.15% |      6.13% |      6.11%
  mpki                               |      12.35 |      12.29 |      12.26 |      12.20 |      12.14 |      12.10 |      12.08 |      12.04 |      12.01 |      12.02 |      11.92 |      11.90 |      11.90 |      11.87 |      11.83
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15330 |      15314 |      15312 |      15291 |      15277 |      15265 |      15259 |      15237 |      15218 |      15231 |      15192 |      15185 |      15182 |      15173 |      15168
    num misses                       |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         49 |         49 |         49 |         49 |         49 |         49 |         49 |         49
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.43 |       0.42 |       0.42 |       0.42 |       0.41 |       0.41 |       0.41 |       0.40 |       0.40 |       0.40 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40235 |      40200 |      40196 |      40162 |      40121 |      40092 |      40075 |      40004 |      39975 |      39993 |      39931 |      39914 |      39905 |      39863 |      39846
    num misses                       |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        170 |        169 |        169 |        169 |        168 |        168 |        168 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166
    num misses                       |        121 |        120 |        120 |        120 |        119 |        119 |        119 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     71.18% |     71.01% |     71.01% |     71.01% |     70.83% |     70.83% |     70.83% |     70.48% |     70.48% |     70.48% |     70.48% |     70.48% |     70.48% |     70.48% |     70.48%
