                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   60117079 |   60117376 |   60121702 |   60120855 |   60120803 |   60119590
  Cycles                             |  120616636 |  120616636 |  120616636 |  120616636 |  120616636 |  120616636
  IPC                                |       0.50 |       0.50 |       0.50 |       0.50 |       0.50 |       0.50
  Time (ns)                          |   45344600 |   45344600 |   45344600 |   45344600 |   45344600 |   45344600
  Idle time (ns)                     |        -60 |        -38 |       -102 |        667 |        466 |       -102
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   10021313 |   10021364 |   10022009 |   10021924 |   10021916 |   10021731
  num incorrect                      |       1441 |       1441 |       1517 |       1452 |       1450 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15333 |      15184 |      15183 |      15164
    num misses                       |         48 |         48 |         52 |         49 |         49 |         48
    miss rate                        |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      40246 |      39895 |      39896 |      39846
    num misses                       |         75 |         75 |         76 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        128 |        124 |        124 |        123
    num misses                       |        118 |        118 |        123 |        119 |        119 |        118
    miss rate                        |     95.93% |     95.93% |     96.09% |     95.97% |     95.97% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15333 |      15184 |      15183 |      15164
    num cache misses                 |       4953 |       5083 |       5055 |       4954 |       5116 |       5173
    miss rate                        |     32.66% |     33.52% |     32.97% |     32.63% |     33.70% |     34.11%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      40246 |      39895 |      39896 |      39846
    num cache misses                 |       4202 |       4314 |       4369 |       4365 |       4430 |       4367
    miss rate                        |     10.55% |     10.83% |     10.86% |     10.94% |     11.10% |     10.96%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |       9191 |       9434 |       9461 |       9353 |       9582 |       9577
    num cache misses                 |       3828 |       3846 |       3970 |       3882 |       3902 |       3887
    miss rate                        |     41.65% |     40.77% |     41.96% |     41.51% |     40.72% |     40.59%
    mpki                             |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |       3865 |       3884 |       4010 |       3918 |       3940 |       3925
    num cache misses                 |       2419 |       2419 |       2484 |       2426 |       2432 |       2416
    miss rate                        |     62.59% |     62.28% |     61.95% |     61.92% |     61.73% |     61.55%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      14617 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      76.75 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      23.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       1141 |       1140 |       1151 |       1137 |       1142 |       1142
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
