                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   40121682 |   40084069 |   40072525 |   40077753 |   40086537 |   40082381 |   40077677 |   40075189
  Cycles                             |  107245880 |  107245880 |  107245880 |  107245880 |  107245880 |  107245880 |  107245880 |  107245880
  IPC                                |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37
  Time (ns)                          |   40318000 |   40318000 |   40318000 |   40318000 |   40318000 |   40318000 |   40318000 |   40318000
  Idle time (ns)                     |        -81 |          1 |        -81 |        -53 |         20 |          1 |        -20 |        -81
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10022008 |   10012758 |   10009874 |   10011180 |   10013377 |   10012337 |   10011162 |   10010541
  num incorrect                      |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      40232 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       4789 |       5446 |       4920 |       5494 |       5318 |       5448 |       5496 |       5268
    miss rate                        |     31.23% |     35.91% |     32.44% |     36.23% |     35.07% |     35.92% |     36.24% |     34.74%
    mpki                             |       0.12 |       0.14 |       0.12 |       0.14 |       0.13 |       0.14 |       0.14 |       0.13
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      40232 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       4772 |       5160 |       4907 |       5194 |       5125 |       5146 |       5219 |       5071
    miss rate                        |     11.86% |     12.95% |     12.32% |     13.04% |     12.86% |     12.92% |     13.10% |     12.73%
    mpki                             |       0.12 |       0.13 |       0.12 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |       9595 |      10636 |       9858 |      10720 |      10474 |      10625 |      10746 |      10371
    num cache misses                 |       3947 |       4025 |       3949 |       4034 |       4021 |       4030 |       4046 |       3985
    miss rate                        |     41.14% |     37.84% |     40.06% |     37.63% |     38.39% |     37.93% |     37.65% |     38.42%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3985 |       4060 |       3984 |       4071 |       4056 |       4065 |       4081 |       4020
    num cache misses                 |       2481 |       2414 |       2414 |       2414 |       2415 |       2414 |       2414 |       2414
    miss rate                        |     62.26% |     59.46% |     60.59% |     59.30% |     59.54% |     59.38% |     59.15% |     60.05%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19398 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.85 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1140 |       1140 |       1139 |       1143 |       1136 |       1135 |       1147 |       1137
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
