                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |     120853 |     121362 |     120922 |     121590 |     121476 |     121686 |     121245
  Cycles                             |     671384 |     671384 |     671384 |     671384 |     671384 |     671384 |     671384
  IPC                                |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18
  Time (ns)                          |     252400 |     252400 |     252400 |     252400 |     252400 |     252400 |     252400
  Idle time (ns)                     |        856 |        -16 |        -99 |        740 |        -16 |        -99 |        740
  Idle time (%)                      |       0.3% |      -0.0% |      -0.0% |       0.3% |      -0.0% |      -0.0% |       0.3%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |      21938 |      21995 |      21943 |      22022 |      22006 |      22023 |      21980
  num incorrect                      |       1438 |       1473 |       1442 |       1503 |       1487 |       1503 |       1464
  misprediction rate                 |      6.15% |      6.28% |      6.17% |      6.39% |      6.33% |      6.39% |      6.24%
  mpki                               |      11.90 |      12.14 |      11.93 |      12.36 |      12.24 |      12.35 |      12.07
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15182 |      15279 |      15192 |      15327 |      15301 |      15330 |      15253
    num misses                       |         49 |         50 |         49 |         51 |         51 |         52 |         50
    miss rate                        |      0.32% |      0.33% |      0.32% |      0.33% |      0.33% |      0.34% |      0.33%
    mpki                             |       0.41 |       0.41 |       0.41 |       0.42 |       0.42 |       0.43 |       0.41
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39907 |      40125 |      39928 |      40237 |      40182 |      40235 |      40051
    num misses                       |        117 |        118 |        117 |        118 |        118 |        118 |        118
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        166 |        168 |        166 |        169 |        169 |        170 |        168
    num misses                       |        117 |        119 |        117 |        120 |        120 |        121 |        119
    miss rate                        |     70.48% |     70.83% |     70.48% |     71.01% |     71.01% |     71.18% |     70.83%
    mpki                             |       0.97 |       0.98 |       0.97 |       0.99 |       0.99 |       0.99 |       0.98
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15182 |      15279 |      15192 |      15327 |      15301 |      15330 |      15253
    num cache misses                 |       4914 |       5356 |       5049 |       5255 |       5464 |       5109 |       5428
    miss rate                        |     32.37% |     35.05% |     33.23% |     34.29% |     35.71% |     33.33% |     35.59%
    mpki                             |      40.66 |      44.13 |      41.75 |      43.22 |      44.98 |      41.99 |      44.77
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39907 |      40125 |      39928 |      40237 |      40182 |      40235 |      40051
    num cache misses                 |       4811 |       5072 |       4883 |       5041 |       5142 |       4934 |       5110
    miss rate                        |     12.06% |     12.64% |     12.23% |     12.53% |     12.80% |     12.26% |     12.76%
    mpki                             |      39.81 |      41.79 |      40.38 |      41.46 |      42.33 |      40.55 |      42.15
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9757 |      10462 |       9965 |      10331 |      10641 |      10079 |      10572
    num cache misses                 |       4040 |       4180 |       4072 |       4163 |       4189 |       4126 |       4167
    miss rate                        |     41.41% |     39.95% |     40.86% |     40.30% |     39.37% |     40.94% |     39.42%
    mpki                             |      33.43 |      34.44 |      33.67 |      34.24 |      34.48 |      33.91 |      34.37
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       4076 |       4215 |       4107 |       4200 |       4225 |       4163 |       4203
    num cache misses                 |       2422 |       2443 |       2424 |       2473 |       2459 |       2475 |       2439
    miss rate                        |     59.42% |     57.96% |     59.02% |     58.88% |     58.20% |     59.45% |     58.03%
    mpki                             |      20.04 |      20.13 |      20.05 |      20.34 |      20.24 |      20.34 |      20.12
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17135 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      81.00 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      27.57 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     57.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1139 |       1142 |       1140 |       1143 |       1147 |       1147 |       1138
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
