                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   50121446 |   50121421 |   50121332 |   50121230 |   50121167 |   50121633 |   50121278 |   50121532 |   50121245 |   50121156 |   50121462
  Cycles                             |  440397580 |  440397580 |  440397580 |  440397580 |  440397580 |  440397580 |  440397580 |  440397580 |  440397580 |  440397580 |  440397580
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |  165563000 |  165563000 |  165563000 |  165563000 |  165563000 |  165563000 |  165563000 |  165563000 |  165563000 |  165563000 |  165563000
  Idle time (ns)                     |        -44 |         72 |         61 |         61 |         21 |        -44 |         21 |         93 |         59 |         72 |         55
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021986 |   10021986 |   10021975 |   10021965 |   10021957 |   10022009 |   10021968 |   10022000 |   10021966 |   10021956 |   10021988
  num incorrect                      |       1497 |       1496 |       1485 |       1475 |       1472 |       1517 |       1479 |       1507 |       1478 |       1472 |       1499
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15297 |      15292 |      15276 |      15255 |      15246 |      15334 |      15264 |      15319 |      15257 |      15245 |      15299
    num misses                       |         51 |         51 |         50 |         50 |         49 |         52 |         50 |         51 |         50 |         49 |         51
    miss rate                        |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.34% |      0.33% |      0.33% |      0.33% |      0.32% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60040166 |   60040147 |   60040107 |   60040050 |   60040027 |   60040200 |   60040083 |   60040211 |   60040062 |   60040024 |   60040176
    num misses                       |        128 |        128 |        128 |        128 |        126 |        128 |        128 |        128 |        128 |        126 |        128
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        179 |        179 |        178 |        178 |        175 |        180 |        178 |        179 |        178 |        175 |        179
    num misses                       |        120 |        120 |        119 |        119 |        117 |        121 |        119 |        120 |        119 |        117 |        120
    miss rate                        |     67.04% |     67.04% |     66.85% |     66.85% |     66.86% |     67.22% |     66.85% |     67.04% |     66.85% |     66.86% |     67.04%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15297 |      15292 |      15276 |      15255 |      15246 |      15334 |      15264 |      15319 |      15257 |      15245 |      15299
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
