                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   60104458 |   60121538 |   60121649 |   60113649 |   60104888 |   60105183 |   60103839 |   60105289 |   60103364 |   60106345 |   60102447 |   60121559
  Cycles                             |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794 |  241104794
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900 |   90640900
  Idle time (ns)                     |         57 |        556 |        -12 |        -12 |         41 |         27 |        112 |         47 |        102 |         73 |        124 |        709
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019213 |   10022002 |   10022011 |   10020744 |   10019284 |   10019333 |   10019109 |   10019351 |   10019030 |   10019527 |   10018877 |   10022004
  num incorrect                      |       1437 |       1506 |       1515 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1508
  misprediction rate                 |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.02 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15321 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15323
    num misses                       |         48 |         51 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         51
    miss rate                        |      0.32% |      0.33% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      40222 |      40222 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      40233
    num misses                       |         72 |         73 |         73 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        120 |        124 |        125 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        124
    num misses                       |        118 |        122 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        122
    miss rate                        |     98.33% |     98.39% |     98.40% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.39%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15321 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15323
    num cache misses                 |       6532 |       5968 |       5760 |       5781 |       6625 |       6625 |       6261 |       6380 |       6600 |       6498 |       6190 |       5576
    miss rate                        |     43.08% |     38.95% |     37.57% |     38.12% |     43.69% |     43.69% |     41.29% |     42.07% |     43.52% |     42.85% |     40.82% |     36.39%
    mpki                             |       0.11 |       0.10 |       0.10 |       0.10 |       0.11 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      40222 |      40222 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      40233
    num cache misses                 |       8269 |       7942 |       7825 |       7814 |       8374 |       8292 |       8177 |       8214 |       8321 |       8227 |       8123 |       7722
    miss rate                        |     20.75% |     19.75% |     19.45% |     19.61% |     21.02% |     20.81% |     20.52% |     20.61% |     20.88% |     20.65% |     20.39% |     19.19%
    mpki                             |       0.14 |       0.13 |       0.13 |       0.13 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14833 |      13944 |      13619 |      13627 |      15031 |      14947 |      14469 |      14624 |      14953 |      14755 |      14345 |      13331
    num cache misses                 |      11508 |      11266 |      11045 |      11201 |      11633 |      11654 |      11318 |      11682 |      11645 |      11533 |      11246 |      10890
    miss rate                        |     77.58% |     80.79% |     81.10% |     82.20% |     77.39% |     77.97% |     78.22% |     79.88% |     77.88% |     78.16% |     78.40% |     81.69%
    mpki                             |       0.19 |       0.19 |       0.18 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.18
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11540 |      11301 |      11079 |      11233 |      11665 |      11685 |      11350 |      11712 |      11678 |      11564 |      11279 |      10923
    num cache misses                 |       2567 |       2637 |       2647 |       2580 |       2582 |       2581 |       2569 |       2580 |       2580 |       2562 |       2568 |       2643
    miss rate                        |     22.24% |     23.33% |     23.89% |     22.97% |     22.13% |     22.09% |     22.63% |     22.03% |     22.09% |     22.15% |     22.77% |     24.20%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31441 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      32.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1296 |       1301 |       1299 |       1305 |       1311 |       1310 |       1300 |       1306 |       1311 |       1292 |       1298 |       1302
