                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |     121593 |     116500 |     121700 |     119991 |     116393 |     114683 |     113936 |     115299 |     117076 |     113894 |     117498 |     117385
  Cycles                             |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022 |    1135022
  IPC                                |       0.11 |       0.10 |       0.11 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |     426700 |     426700 |     426700 |     426700 |     426700 |     426700 |     426700 |     426700 |     426700 |     426700 |     426700 |     426700
  Idle time (ns)                     |        745 |         47 |        -93 |        -39 |        -20 |        165 |        -15 |        -39 |        -93 |         82 |        266 |         18
  Idle time (%)                      |       0.2% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.1% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      22021 |      21297 |      22023 |      21839 |      21281 |      21054 |      20955 |      21135 |      21374 |      20951 |      21419 |      21410
  num incorrect                      |       1503 |       1331 |       1503 |       1390 |       1330 |       1322 |       1318 |       1326 |       1331 |       1318 |       1343 |       1337
  misprediction rate                 |      6.39% |      5.88% |      6.39% |      5.98% |      5.88% |      5.91% |      5.92% |      5.90% |      5.86% |      5.92% |      5.90% |      5.88%
  mpki                               |      12.36 |      11.42 |      12.35 |      11.58 |      11.43 |      11.53 |      11.57 |      11.50 |      11.37 |      11.57 |      11.43 |      11.39
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15327 |      14747 |      15330 |      15071 |      14728 |      14550 |      14475 |      14623 |      14800 |      14471 |      14871 |      14852
    num misses                       |         51 |         41 |         52 |         45 |         41 |         41 |         41 |         41 |         41 |         41 |         42 |         41
    miss rate                        |      0.33% |      0.28% |      0.34% |      0.30% |      0.28% |      0.28% |      0.28% |      0.28% |      0.28% |      0.28% |      0.28% |      0.28%
    mpki                             |       0.42 |       0.35 |       0.43 |       0.38 |       0.35 |       0.36 |       0.36 |       0.36 |       0.35 |       0.36 |       0.36 |       0.35
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40219 |      38581 |      40237 |      39659 |      38542 |      37890 |      37634 |      38130 |      38801 |      37630 |      39002 |      38958
    num misses                       |        118 |        111 |        118 |        116 |        111 |        110 |        110 |        110 |        111 |        110 |        114 |        111
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.28%
    mpki                             |       0.97 |       0.95 |       0.97 |       0.97 |       0.95 |       0.96 |       0.97 |       0.95 |       0.95 |       0.97 |       0.97 |       0.95
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        169 |        152 |        170 |        161 |        152 |        151 |        151 |        151 |        152 |        151 |        156 |        152
    num misses                       |        120 |        107 |        121 |        114 |        107 |        107 |        107 |        107 |        107 |        107 |        110 |        107
    miss rate                        |     71.01% |     70.39% |     71.18% |     70.81% |     70.39% |     70.86% |     70.86% |     70.86% |     70.39% |     70.86% |     70.51% |     70.39%
    mpki                             |       0.99 |       0.92 |       0.99 |       0.95 |       0.92 |       0.93 |       0.94 |       0.93 |       0.91 |       0.94 |       0.94 |       0.91
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15327 |      14747 |      15330 |      15071 |      14728 |      14550 |      14475 |      14623 |      14800 |      14471 |      14871 |      14852
    num cache misses                 |       5174 |       6384 |       5313 |       5866 |       6038 |       5923 |       5827 |       6244 |       6369 |       5983 |       6187 |       6197
    miss rate                        |     33.76% |     43.29% |     34.66% |     38.92% |     41.00% |     40.71% |     40.26% |     42.70% |     43.03% |     41.34% |     41.60% |     41.73%
    mpki                             |      42.55 |      54.80 |      43.66 |      48.89 |      51.88 |      51.65 |      51.14 |      54.15 |      54.40 |      52.53 |      52.66 |      52.79
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40219 |      38581 |      40237 |      39659 |      38542 |      37890 |      37634 |      38130 |      38801 |      37630 |      39002 |      38958
    num cache misses                 |       7573 |       8417 |       7695 |       8003 |       8205 |       8030 |       7967 |       8379 |       8327 |       8104 |       8274 |       8287
    miss rate                        |     18.83% |     21.82% |     19.12% |     20.18% |     21.29% |     21.19% |     21.17% |     21.97% |     21.46% |     21.54% |     21.21% |     21.27%
    mpki                             |      62.28 |      72.25 |      63.23 |      66.70 |      70.49 |      70.02 |      69.93 |      72.67 |      71.12 |      71.15 |      70.42 |      70.60
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12783 |      14832 |      13045 |      13900 |      14276 |      13984 |      13826 |      14653 |      14729 |      14119 |      14493 |      14515
    num cache misses                 |      10523 |      11930 |      10618 |      11264 |      11813 |      11371 |      11207 |      11884 |      12056 |      11619 |      11689 |      11817
    miss rate                        |     82.32% |     80.43% |     81.40% |     81.04% |     82.75% |     81.31% |     81.06% |     81.10% |     81.85% |     82.29% |     80.65% |     81.41%
    mpki                             |      86.54 |     102.40 |      87.25 |      93.87 |     101.49 |      99.15 |      98.36 |     103.07 |     102.98 |     102.02 |      99.48 |     100.67
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10561 |      11961 |      10656 |      11295 |      11846 |      11402 |      11239 |      11914 |      12089 |      11651 |      11721 |      11849
    num cache misses                 |       2618 |       2452 |       2618 |       2509 |       2442 |       2426 |       2424 |       2444 |       2450 |       2429 |       2475 |       2472
    miss rate                        |     24.79% |     20.50% |     24.57% |     22.21% |     20.61% |     21.28% |     21.57% |     20.51% |     20.27% |     20.85% |     21.12% |     20.86%
    mpki                             |      21.53 |      21.05 |      21.51 |      20.91 |      20.98 |      21.15 |      21.28 |      21.20 |      20.93 |      21.33 |      21.06 |      21.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      30087 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      86.40 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      32.97 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     59.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1280 |       1282 |       1281 |       1279 |       1269 |       1264 |       1267 |       1266 |       1273 |       1269 |       1281 |       1287
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
