                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   40005228 |   40121607 |   40121714 |   40107944 |   40094827 |   40067548 |   40051585 |   40046865 |   40036048 |   40031157 |   40047139
  Cycles                             |  147549668 |  147549668 |  147549668 |  147549668 |  147549668 |  147549668 |  147549668 |  147549668 |  147549668 |  147549668 |  147549668
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   55469800 |   55469800 |   55469800 |   55469800 |   55469800 |   55469800 |   55469800 |   55469800 |   55469800 |   55469800 |   55469800
  Idle time (ns)                     |         41 |        867 |        -70 |          2 |         30 |         24 |         11 |        -34 |        -70 |         41 |        -23
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9993036 |   10022000 |   10022006 |   10018714 |   10015436 |   10008616 |   10004625 |   10003444 |   10000741 |    9999518 |   10003514
  num incorrect                      |       1442 |       1513 |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   19957420 |   20015324 |   20015334 |   20008776 |   20002218 |   19988579 |   19980597 |   19978236 |   19972829 |   19970383 |   19978376
    num misses                       |         48 |         51 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
