                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40213 |      40235 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        125 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        121 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.80% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19957420 |   20015324 |   20015334 |   20008776 |   20002218 |   19988579 |   19980597 |   19978236 |   19972829 |   19970383 |   19978376
    num cache misses                 |     675603 |     668673 |     663885 |     660162 |     658377 |     656935 |     656058 |     655739 |     654988 |     655208 |     654489
    miss rate                        |      3.39% |      3.34% |      3.32% |      3.30% |      3.29% |      3.29% |      3.28% |      3.28% |      3.28% |      3.28% |      3.28%
    mpki                             |      16.89 |      16.67 |      16.55 |      16.46 |      16.42 |      16.40 |      16.38 |      16.37 |      16.36 |      16.37 |      16.34
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40213 |      40235 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       7813 |       7172 |       7695 |       7609 |       7817 |       7733 |       7794 |       7760 |       7446 |       7724 |       7189
    miss rate                        |     19.61% |     17.84% |     19.13% |     19.10% |     19.62% |     19.41% |     19.56% |     19.47% |     18.69% |     19.38% |     18.04%
    mpki                             |       0.20 |       0.18 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.18
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     683445 |     675876 |     671611 |     667800 |     666223 |     664698 |     663883 |     663528 |     662462 |     662963 |     661707
    num cache misses                 |     670289 |     668850 |     666729 |     664146 |     662202 |     661228 |     660575 |     660097 |     659491 |     659719 |     658682
    miss rate                        |     98.08% |     98.96% |     99.27% |     99.45% |     99.40% |     99.48% |     99.50% |     99.48% |     99.55% |     99.51% |     99.54%
    mpki                             |      16.76 |      16.67 |      16.62 |      16.56 |      16.52 |      16.50 |      16.49 |      16.48 |      16.47 |      16.48 |      16.45
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     670318 |     668883 |     666760 |     664175 |     662231 |     661258 |     660606 |     660126 |     659520 |     659750 |     658713
    num cache misses                 |       2415 |       2483 |       2487 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415 |       2415 |       2414
    miss rate                        |      0.36% |      0.37% |      0.37% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      26704 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.17 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      31.74 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1163 |       1157 |       1169 |       1169 |       1159 |       1164 |       1164 |       1159 |       1167 |       1166 |       1157
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
