                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num misses                       |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         75 |         72 |         72 |         72 |         72
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1073482 |    1078174 |    1071294 |    1072129 |    1073819 |    1073674 |    1085547 |    1083099 |    1074074 |    1086228 |    1074842 |    1082858 |    1075083 |    1076024
    num cache misses                 |     369230 |     363120 |     358869 |     356886 |     355464 |     354027 |     356209 |     354380 |     351288 |     354168 |     350058 |     352056 |     349325 |     349304
    miss rate                        |     34.40% |     33.68% |     33.50% |     33.29% |     33.10% |     32.97% |     32.81% |     32.72% |     32.71% |     32.61% |     32.57% |     32.51% |     32.49% |     32.46%
    mpki                             |      37.77 |      36.98 |      36.78 |      36.55 |      36.35 |      36.21 |      36.03 |      35.92 |      35.91 |      35.80 |      35.76 |      35.70 |      35.68 |      35.64
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4510997 |    4530770 |    4501778 |    4505287 |    4512422 |    4511813 |    4561864 |    4551532 |    4513493 |    4564617 |    4516732 |    4550517 |    4517750 |    4521709
    num cache misses                 |    2806190 |    2777192 |    2837542 |    2877766 |    2919766 |    2919610 |    2739648 |    2771476 |    2921612 |    2766310 |    2923246 |    2798324 |    2916449 |    2914880
    miss rate                        |     62.21% |     61.30% |     63.03% |     63.88% |     64.71% |     64.71% |     60.06% |     60.89% |     64.73% |     60.60% |     64.72% |     61.49% |     64.56% |     64.46%
    mpki                             |     287.04 |     282.83 |     290.84 |     294.73 |     298.56 |     298.58 |     277.10 |     280.95 |     298.68 |     279.62 |     298.63 |     283.74 |     297.87 |     297.44
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3175434 |    3140325 |    3196424 |    3234665 |    3275242 |    3273651 |    3095870 |    3125869 |    3272913 |    3120494 |    3273317 |    3150393 |    3265787 |    3264198
    num cache misses                 |    2838194 |    2848983 |    2900898 |    2909567 |    2913915 |    2913908 |    2862664 |    2859798 |    2911472 |    2874399 |    2916414 |    2905430 |    2910946 |    2911677
    miss rate                        |     89.38% |     90.72% |     90.75% |     89.95% |     88.97% |     89.01% |     92.47% |     91.49% |     88.96% |     92.11% |     89.10% |     92.22% |     89.13% |     89.20%
    mpki                             |     290.31 |     290.14 |     297.33 |     297.99 |     297.96 |     298.00 |     289.54 |     289.91 |     297.64 |     290.55 |     297.93 |     294.60 |     297.30 |     297.12
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2838210 |    2848999 |    2900914 |    2909582 |    2913931 |    2913925 |    2862679 |    2859814 |    2911488 |    2874416 |    2916429 |    2905444 |    2910961 |    2911695
    num cache misses                 |       1488 |       1491 |       1488 |       1492 |       1492 |       1488 |       1492 |       1495 |       1491 |       1540 |       1490 |       1492 |       1493 |       1490
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.16 |       0.15 |       0.15 |       0.15 |       0.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      20977 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      32.53 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        608 |        633 |        667 |        665 |        672 |        660 |        651 |        659 |        655 |        666 |        656 |        655 |        653 |        669
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
