                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num cache misses                 |      11693 |      14005 |      13663 |      12521 |      13474 |      11616 |      13515 |      13627 |      13450 |      12152 |      13855 |      13613 |      12931 |      13620
    miss rate                        |     83.12% |     83.86% |     83.65% |     83.35% |     82.58% |     82.81% |     84.15% |     82.82% |     82.57% |     82.49% |     84.33% |     83.33% |     83.30% |     82.93%
    mpki                             |       0.29 |       0.35 |       0.34 |       0.31 |       0.34 |       0.29 |       0.34 |       0.34 |       0.34 |       0.30 |       0.35 |       0.34 |       0.32 |       0.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11730 |      14036 |      13694 |      12552 |      13505 |      11651 |      13546 |      13657 |      13480 |      12183 |      13886 |      13645 |      12963 |      13651
    num cache misses                 |       2661 |       2654 |       2659 |       2635 |       2658 |       2699 |       2656 |       2658 |       2655 |       2628 |       2647 |       2651 |       2651 |       2655
    miss rate                        |     22.69% |     18.91% |     19.42% |     20.99% |     19.68% |     23.17% |     19.61% |     19.46% |     19.70% |     21.57% |     19.06% |     19.43% |     20.45% |     19.45%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      37912 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.80 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.37 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1344 |       1388 |       1386 |       1361 |       1385 |       1352 |       1387 |       1395 |       1384 |       1359 |       1382 |       1381 |       1376 |       1384
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
