                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12621670 |   12621592 |   12621576 |   12621393 |   12621319 |   12621225 |   12621180 |   12621098 |   12620944 |   12620909 |   12620780 |   12620848
  Cycles                             |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832 |   50420832
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200 |   18955200
  Idle time (ns)                     |        -74 |          4 |         42 |         -9 |         76 |         42 |          4 |        -18 |         41 |         -9 |         76 |        -35
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2522009 |    2522006 |    2522004 |    2521982 |    2521972 |    2521963 |    2521959 |    2521949 |    2521929 |    2521928 |    2521913 |    2521922
  num incorrect                      |       1516 |       1513 |       1511 |       1492 |       1483 |       1474 |       1471 |       1469 |       1455 |       1453 |       1449 |       1451
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15328 |      15325 |      15286 |      15271 |      15252 |      15247 |      15231 |      15196 |      15191 |      15180 |      15185
    num misses                       |         52 |         51 |         51 |         50 |         50 |         49 |         49 |         49 |         49 |         49 |         49 |         49
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40225 |      40228 |      40230 |      40133 |      40099 |      40053 |      40035 |      39994 |      39943 |      39930 |      39877 |      39906
    num misses                       |         74 |         74 |         74 |         74 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        125 |        125 |        124 |        124 |        122 |        122 |        122 |        122 |        122 |        122 |        122
    num misses                       |        121 |        120 |        120 |        119 |        119 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.03% |     96.00% |     96.00% |     95.97% |     95.97% |     95.90% |     95.90% |     95.90% |     95.90% |     95.90% |     95.90% |     95.90%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15328 |      15325 |      15286 |      15271 |      15252 |      15247 |      15231 |      15196 |      15191 |      15180 |      15185
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
