                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   28759901 |   28623217 |   28639915 |   28608652 |   28620267 |   28619889 |   28623373
  Cycles                             |   85249808 |   85249808 |   85249808 |   85249808 |   85249808 |   85249808 |   85249808
  IPC                                |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34
  Time (ns)                          |   32048800 |   32048800 |   32048800 |   32048800 |   32048800 |   32048800 |   32048800
  Idle time (ns)                     |        -43 |         48 |         36 |         36 |         21 |         23 |        -43
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1057002 |    1057328 |    1056718 |    1056945 |    1056938 |    1057005
  num incorrect                      |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2865710 |    2867001 |    2864586 |    2865483 |    2865454 |    2865723
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   15778116 |   15707137 |   15715817 |   15699569 |   15705604 |   15705409 |   15707208
    num misses                       |       6344 |       6028 |       6066 |       6003 |       6024 |       6022 |       6029
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |       6407 |       6089 |       6127 |       6064 |       6085 |       6083 |       6090
    num misses                       |        333 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.20% |      5.19% |      5.16% |      5.21% |      5.19% |      5.19% |      5.19%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2865710 |    2867001 |    2864586 |    2865483 |    2865454 |    2865723
    num cache misses                 |    1316550 |    1351596 |    1343366 |    1349757 |    1348497 |    1339355 |    1344115
    miss rate                        |     45.77% |     47.16% |     46.86% |     47.12% |     47.06% |     46.74% |     46.90%
    mpki                             |      45.78 |      47.22 |      46.91 |      47.18 |      47.12 |      46.80 |      46.96
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |   15778116 |   15707137 |   15715817 |   15699569 |   15705604 |   15705409 |   15707208
    num cache misses                 |     151810 |     153211 |     153581 |     152866 |     153537 |     152876 |     153504
    miss rate                        |      0.96% |      0.98% |      0.98% |      0.97% |      0.98% |      0.97% |      0.98%
    mpki                             |       5.28 |       5.35 |       5.36 |       5.34 |       5.36 |       5.34 |       5.36
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |    1468407 |    1504872 |    1497011 |    1502685 |    1502098 |    1492292 |    1497682
    num cache misses                 |     132883 |     140196 |     138892 |     138914 |     142284 |     137601 |     141588
    miss rate                        |      9.05% |      9.32% |      9.28% |      9.24% |      9.47% |      9.22% |      9.45%
    mpki                             |       4.62 |       4.90 |       4.85 |       4.86 |       4.97 |       4.81 |       4.95
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |     132943 |     140267 |     138961 |     138979 |     142353 |     137665 |     141655
    num cache misses                 |      14743 |      14621 |      14621 |      14621 |      14624 |      14620 |      14623
    miss rate                        |     11.09% |     10.42% |     10.52% |     10.52% |     10.27% |     10.62% |     10.32%
    mpki                             |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51 |       0.51
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |     108427 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.76 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.33 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       7104 |       7044 |       7073 |       7074 |       7132 |       7115 |       7145
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
