                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   60121649 |   60121514 |   60121507 |   60121436 |   60121355 |   60121379 |   60121265 |   60121152 |   60121118 |   60121111 |   60120855 |   60120789 |   60120768 |   60120649 |   60120609
  Cycles                             |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800 |  300526800
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000 |  112980000
  Idle time (ns)                     |         -8 |         62 |        146 |        158 |         95 |         27 |         26 |        124 |         93 |         80 |         27 |          8 |         -8 |        122 |         80
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022010 |   10022000 |   10022000 |   10021987 |   10021982 |   10021983 |   10021967 |   10021957 |   10021953 |   10021952 |   10021925 |   10021915 |   10021914 |   10021908 |   10021901
  num incorrect                      |       1516 |       1506 |       1503 |       1495 |       1486 |       1491 |       1478 |       1471 |       1470 |       1469 |       1451 |       1449 |       1449 |       1440 |       1440
  misprediction rate                 |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15316 |      15315 |      15294 |      15280 |      15285 |      15262 |      15244 |      15237 |      15234 |      15184 |      15181 |      15179 |      15164 |      15164
    num misses                       |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         49 |         49 |         49 |         49 |         49 |         49 |         48 |         48
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40222 |      40208 |      40202 |      40170 |      40123 |      40137 |      40085 |      40030 |      40010 |      40007 |      39915 |      39888 |      39876 |      39845 |      39845
