                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |    9979086 |    9978756 |    9977498 |    9976155 |    9977474 |    9977684 |    9977978 |    9976729 |    9975746 |    9976908 |    9978765 |    9977505 |    9975225
  Cycles                             |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854 |   52486854
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900 |   19731900
  Idle time (ns)                     |        -11 |        198 |         90 |          9 |        133 |        209 |         98 |        156 |         50 |        -11 |        111 |        125 |         50
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     301064 |     301032 |     300948 |     300912 |     300947 |     300953 |     300961 |     300927 |     300900 |     300932 |     301035 |     300948 |     300885
  num incorrect                      |       1544 |       1515 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1515 |       1467 |       1467
  misprediction rate                 |      0.51% |      0.50% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.50% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1097185 |    1097131 |    1096952 |    1096807 |    1096949 |    1096972 |    1097003 |    1096868 |    1096761 |    1096888 |    1097132 |    1096952 |    1096703
    num misses                       |         52 |         50 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         50 |         48 |         48
