                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    mpki                             |      52.00 |      55.40 |      56.13 |      56.02 |      56.06 |      55.58 |      55.38 |      55.36 |      55.02 |      54.95 |      54.91
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778122 |   15491163 |   15435672 |   15453368 |   15432491 |   15451044 |   15448231 |   15412326 |   15441807 |   15429888 |   15429624
    num cache misses                 |    1357788 |    1349428 |    1347784 |    1360817 |    1374409 |    1367729 |    1379390 |    1358286 |    1358919 |    1357477 |    1376340
    miss rate                        |      8.61% |      8.71% |      8.73% |      8.81% |      8.91% |      8.85% |      8.93% |      8.81% |      8.80% |      8.80% |      8.92%
    mpki                             |      47.21 |      47.84 |      47.96 |      48.37 |      48.92 |      48.62 |      49.04 |      48.41 |      48.34 |      48.33 |      49.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2854035 |    2912819 |    2925744 |    2937499 |    2950010 |    2932079 |    2937713 |    2912177 |    2906375 |    2901734 |    2919599
    num cache misses                 |    1951032 |    1978846 |    1997357 |    2012800 |    2032192 |    2025461 |    2037366 |    2016559 |    2018902 |    2014852 |    2038654
    miss rate                        |     68.36% |     67.94% |     68.27% |     68.52% |     68.89% |     69.08% |     69.35% |     69.25% |     69.46% |     69.44% |     69.83%
    mpki                             |      67.84 |      70.15 |      71.08 |      71.54 |      72.33 |      72.00 |      72.44 |      71.88 |      71.81 |      71.73 |      72.58
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1951875 |    1979638 |    1998105 |    2013466 |    2032924 |    2026218 |    2038068 |    2017287 |    2019654 |    2015610 |    2039437
    num cache misses                 |      31920 |      35062 |      35035 |      34952 |      35010 |      35060 |      34974 |      34998 |      35007 |      35012 |      34775
    miss rate                        |      1.64% |      1.77% |      1.75% |      1.74% |      1.72% |      1.73% |      1.72% |      1.73% |      1.73% |      1.74% |      1.71%
    mpki                             |       1.11 |       1.24 |       1.25 |       1.24 |       1.25 |       1.25 |       1.24 |       1.25 |       1.25 |       1.25 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     484502 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       5.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      28984 |      32680 |      32646 |      32562 |      32561 |      32605 |      32630 |      32498 |      32579 |      32528 |      32436
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
