                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12587319 |   12584950 |   12599461 |   12621191 |   12606559 |   12621668 |   12586747 |   12585673 |   12590431 |   12582670 |   12585031 |   12585166
  Cycles                             |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702 |   50871702
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700 |   19124700
  Idle time (ns)                     |         77 |         35 |        108 |         22 |         35 |        -17 |         22 |        108 |        -17 |         22 |         53 |        118
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2515240 |    2514765 |    2517668 |    2521959 |    2519088 |    2522009 |    2515125 |    2514910 |    2515862 |    2514309 |    2514782 |    2514809
  num incorrect                      |       1440 |       1440 |       1440 |       1471 |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.11 |       0.11 |       0.11 |       0.12 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15249 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
