                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |     121403 |     121040 |     120921 |     121284 |     121632 |     121541 |     121462
  Cycles                             |     268660 |     268660 |     268660 |     268660 |     268660 |     268660 |     268660
  IPC                                |       0.45 |       0.45 |       0.45 |       0.45 |       0.45 |       0.45 |       0.45
  Time (ns)                          |     101000 |     101000 |     101000 |     101000 |     101000 |     101000 |     101000
  Idle time (ns)                     |        -35 |        -13 |        -35 |        -66 |        -74 |         11 |         11
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.1% |      -0.1% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |      21999 |      21955 |      21943 |      21984 |      22023 |      22015 |      22003
  num incorrect                      |       1482 |       1455 |       1442 |       1468 |       1503 |       1495 |       1486
  misprediction rate                 |      6.31% |      6.22% |      6.17% |      6.26% |      6.39% |      6.36% |      6.33%
  mpki                               |      12.21 |      12.02 |      11.93 |      12.10 |      12.36 |      12.30 |      12.23
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15287 |      15220 |      15193 |      15265 |      15330 |      15319 |      15297
    num misses                       |         50 |         49 |         49 |         50 |         52 |         51 |         51
    miss rate                        |      0.33% |      0.32% |      0.32% |      0.33% |      0.34% |      0.33% |      0.33%
    mpki                             |       0.41 |       0.40 |       0.41 |       0.41 |       0.43 |       0.42 |       0.42
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      40134 |      39977 |      39934 |      40092 |      40203 |      40219 |      40179
    num misses                       |        118 |        117 |        117 |        118 |        118 |        118 |        118
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.97
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        168 |        166 |        166 |        168 |        170 |        169 |        169
    num misses                       |        119 |        117 |        117 |        119 |        121 |        120 |        120
    miss rate                        |     70.83% |     70.48% |     70.48% |     70.83% |     71.18% |     71.01% |     71.01%
    mpki                             |       0.98 |       0.97 |       0.97 |       0.98 |       0.99 |       0.99 |       0.99
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15287 |      15220 |      15193 |      15265 |      15330 |      15319 |      15297
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      40134 |      39977 |      39934 |      40092 |      40203 |      40219 |      40179
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
