                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   40107440 |   39496744 |   39473504 |   40121714 |   40110281 |   39457765 |   40098409 |   39467792
  Cycles                             |  106623174 |  106623174 |  106623174 |  106623174 |  106623174 |  106623174 |  106623174 |  106623174
  IPC                                |       0.38 |       0.37 |       0.37 |       0.38 |       0.38 |       0.37 |       0.38 |       0.37
  Time (ns)                          |   40083900 |   40083900 |   40083900 |   40083900 |   40083900 |   40083900 |   40083900 |   40083900
  Idle time (ns)                     |        -54 |         48 |          6 |        -50 |        -50 |         38 |         48 |          6
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10018559 |    9865915 |    9860106 |   10022006 |   10019299 |    9856170 |   10016331 |    9858676
  num incorrect                      |       1442 |       1442 |       1442 |       1519 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   20008466 |   19703176 |   19691559 |   20015334 |   20009945 |   19683688 |   20004009 |   19688699
    num misses                       |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      39847 |      39847 |      40235 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         73 |         73 |         74 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        121 |        126 |        121 |        121 |        121 |        121
    num misses                       |        117 |        117 |        117 |        122 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.69% |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   20008466 |   19703176 |   19691559 |   20015334 |   20009945 |   19683688 |   20004009 |   19688699
    num cache misses                 |     650630 |     649593 |     650585 |     649653 |     650458 |     649952 |     650015 |     650539
    miss rate                        |      3.25% |      3.30% |      3.30% |      3.25% |      3.25% |      3.30% |      3.25% |      3.30%
    mpki                             |      16.22 |      16.45 |      16.48 |      16.19 |      16.22 |      16.47 |      16.21 |      16.48
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      39847 |      39847 |      40235 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       4909 |       4462 |       5002 |       4602 |       4959 |       4733 |       4762 |       4911
    miss rate                        |     12.32% |     11.20% |     12.55% |     11.44% |     12.45% |     11.88% |     11.95% |     12.32%
    mpki                             |       0.12 |       0.11 |       0.13 |       0.11 |       0.12 |       0.12 |       0.12 |       0.12
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     655571 |     654090 |     655619 |     654290 |     655448 |     654716 |     654809 |     655481
    num cache misses                 |       3681 |       3530 |       3667 |       3685 |       3666 |       3619 |       3668 |       3674
    miss rate                        |      0.56% |      0.54% |      0.56% |      0.56% |      0.56% |      0.55% |      0.56% |      0.56%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3717 |       3566 |       3703 |       3723 |       3702 |       3655 |       3704 |       3710
    num cache misses                 |       2414 |       2414 |       2414 |       2482 |       2414 |       2414 |       2414 |       2414
    miss rate                        |     64.94% |     67.69% |     65.19% |     66.67% |     65.21% |     66.05% |     65.17% |     65.07%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19380 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.88 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.45 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1140 |       1137 |       1139 |       1146 |       1144 |       1140 |       1139 |       1145
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
