                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    mpki                             |       0.51 |       0.52 |       0.43 |       0.48 |       0.43 |       0.53 |       0.44 |       0.48 |       0.52 |       0.52 |       0.49 |       0.53 |       0.51
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      40204 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       8512 |       8771 |       7686 |       8258 |       7600 |       8793 |       7864 |       8269 |       8603 |       8484 |       8541 |       8731 |       8689
    miss rate                        |     21.36% |     22.02% |     19.12% |     20.73% |     19.08% |     22.07% |     19.74% |     20.76% |     21.59% |     21.29% |     21.44% |     21.91% |     21.81%
    mpki                             |       0.68 |       0.70 |       0.61 |       0.66 |       0.60 |       0.70 |       0.62 |       0.66 |       0.68 |       0.68 |       0.68 |       0.69 |       0.69
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14947 |      15307 |      13088 |      14348 |      13001 |      15476 |      13434 |      14289 |      15200 |      15007 |      14720 |      15438 |      15179
    num cache misses                 |      12414 |      12597 |      10987 |      12192 |      11033 |      12638 |      11332 |      12108 |      12502 |      12172 |      12484 |      12678 |      12488
    miss rate                        |     83.05% |     82.30% |     83.95% |     84.97% |     84.86% |     81.66% |     84.35% |     84.74% |     82.25% |     81.11% |     84.81% |     82.12% |     82.27%
    mpki                             |       0.99 |       1.00 |       0.87 |       0.97 |       0.88 |       1.01 |       0.90 |       0.96 |       0.99 |       0.97 |       0.99 |       1.01 |       0.99
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12445 |      12633 |      11023 |      12223 |      11065 |      12669 |      11365 |      12140 |      12534 |      12205 |      12514 |      12708 |      12523
    num cache misses                 |       2617 |       2617 |       2661 |       2611 |       2589 |       2621 |       2596 |       2609 |       2610 |       2611 |       2618 |       2620 |       2616
    miss rate                        |     21.03% |     20.72% |     24.14% |     21.36% |     23.40% |     20.69% |     22.84% |     21.49% |     20.82% |     21.39% |     20.92% |     20.62% |     20.89%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      34307 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      96.52 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      43.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1334 |       1344 |       1306 |       1327 |       1310 |       1347 |       1312 |       1324 |       1330 |       1349 |       1338 |       1343 |       1342
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
