                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   60079483 |   60076633 |   60077019 |   60077400 |   60075230 |   60080167 |   60075634 |   60121712 |   60076315 |   60087523 |   60085102 |   60082013 |   60094543 |   60105731
  Cycles                             |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510 |  280958510
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500 |  105623500
  Idle time (ns)                     |         42 |        -61 |        114 |        109 |         91 |         42 |         56 |        -61 |         41 |        114 |        109 |         14 |         29 |          8
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10015046 |   10014572 |   10014636 |   10014699 |   10014338 |   10015161 |   10014405 |   10022010 |   10014519 |   10016387 |   10015983 |   10015468 |   10017557 |   10019421
  num incorrect                      |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
