                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   70121447 |   70121111 |   70121543 |   70121042 |   70121738 |   70121068 |   70121370 |   70121051 |   70121036
  Cycles                             |  360317748 |  360317748 |  360317748 |  360317748 |  360317748 |  360317748 |  360317748 |  360317748 |  360317748
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  135457800 |  135457800 |  135457800 |  135457800 |  135457800 |  135457800 |  135457800 |  135457800 |  135457800
  Idle time (ns)                     |         46 |         46 |        -17 |        -27 |        -45 |         73 |        -35 |        -45 |        -31
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |   10021980 |   10021937 |   10021987 |   10021930 |   10022008 |   10021933 |   10021969 |   10021932 |   10021930
  num incorrect                      |       1490 |       1470 |       1502 |       1464 |       1519 |       1467 |       1483 |       1464 |       1461
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15289 |      15225 |      15307 |      15210 |      15340 |      15216 |      15274 |      15211 |      15205
    num misses                       |         50 |         49 |         51 |         49 |         52 |         49 |         50 |         49 |         49
    miss rate                        |      0.33% |      0.32% |      0.33% |      0.32% |      0.34% |      0.32% |      0.33% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |   60040157 |   60039999 |   60040209 |   60039984 |   60040250 |   60039989 |   60040121 |   60039985 |   60039981
    num misses                       |         80 |         79 |         80 |         79 |         80 |         79 |         80 |         79 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        130 |        128 |        131 |        128 |        132 |        128 |        130 |        128 |        128
    num misses                       |        119 |        117 |        120 |        117 |        121 |        117 |        119 |        117 |        117
    miss rate                        |     91.54% |     91.41% |     91.60% |     91.41% |     91.67% |     91.41% |     91.54% |     91.41% |     91.41%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
