                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |     121077 |     118777 |     120427 |     120427 |     121718 |     120595 |     121259 |     120566 |     119179 |     121065 |     118904
  Cycles                             |    1099910 |    1099910 |    1099910 |    1099910 |    1099910 |    1099910 |    1099910 |    1099910 |    1099910 |    1099910 |    1099910
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |     413500 |     413500 |     413500 |     413500 |     413500 |     413500 |     413500 |     413500 |     413500 |     413500 |     413500
  Idle time (ns)                     |        -61 |        223 |         98 |        743 |        -61 |        -11 |       1449 |       1398 |        610 |        -11 |        223
  Idle time (%)                      |      -0.0% |       0.1% |       0.0% |       0.2% |      -0.0% |      -0.0% |       0.4% |       0.3% |       0.1% |      -0.0% |       0.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21960 |      21564 |      21912 |      21912 |      22023 |      21921 |      21980 |      21919 |      21651 |      21960 |      21604
  num incorrect                      |       1455 |       1354 |       1414 |       1414 |       1503 |       1424 |       1465 |       1423 |       1369 |       1455 |       1358
  misprediction rate                 |      6.21% |      5.91% |      6.06% |      6.06% |      6.39% |      6.10% |      6.25% |      6.10% |      5.95% |      6.21% |      5.91%
  mpki                               |      12.02 |      11.40 |      11.74 |      11.74 |      12.35 |      11.81 |      12.08 |      11.80 |      11.49 |      12.02 |      11.42
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15225 |      14995 |      15119 |      15119 |      15330 |      15145 |      15257 |      15141 |      15023 |      15225 |      15000
    num misses                       |         49 |         45 |         45 |         45 |         52 |         47 |         50 |         47 |         45 |         49 |         45
    miss rate                        |      0.32% |      0.30% |      0.30% |      0.30% |      0.34% |      0.31% |      0.33% |      0.31% |      0.30% |      0.32% |      0.30%
    mpki                             |       0.40 |       0.38 |       0.37 |       0.37 |       0.43 |       0.39 |       0.41 |       0.39 |       0.38 |       0.40 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39989 |      39492 |      39697 |      39697 |      40253 |      39781 |      40057 |      39756 |      39555 |      39987 |      39504
