                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   28692862 |   28703908 |   28681550 |   28759966 |   28686451 |   28689764 |   28701351 |   28685864
  Cycles                             |   97689830 |   97689830 |   97689830 |   97689830 |   97689830 |   97689830 |   97689830 |   97689830
  IPC                                |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29
  Time (ns)                          |   36725500 |   36725500 |   36725500 |   36725500 |   36725500 |   36725500 |   36725500 |   36725500
  Idle time (ns)                     |        -71 |         59 |         21 |        -71 |         11 |         47 |         -6 |         47
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1058360 |    1058575 |    1058139 |    1059719 |    1058235 |    1058299 |    1058525 |    1058224
  num incorrect                      |       7955 |       7955 |       7955 |       8006 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2871089 |    2871942 |    2870215 |    2876325 |    2870594 |    2870849 |    2871744 |    2870549
    num misses                       |         61 |         61 |         61 |         63 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   15743324 |   15749073 |   15737453 |   15778144 |   15740003 |   15741722 |   15747743 |   15739697
    num misses                       |       6190 |       6209 |       6164 |       6344 |       6177 |       6183 |       6206 |       6177
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.21 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       6251 |       6270 |       6225 |       6407 |       6238 |       6244 |       6267 |       6238
    num misses                       |        316 |        317 |        316 |        333 |        316 |        316 |        317 |        316
    miss rate                        |      5.06% |      5.06% |      5.08% |      5.20% |      5.07% |      5.06% |      5.06% |      5.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2871089 |    2871942 |    2870215 |    2876325 |    2870594 |    2870849 |    2871744 |    2870549
    num cache misses                 |    1451937 |    1449749 |    1455976 |    1443270 |    1454332 |    1452340 |    1449256 |    1448431
    miss rate                        |     50.57% |     50.48% |     50.73% |     50.18% |     50.66% |     50.59% |     50.47% |     50.46%
    mpki                             |      50.60 |      50.51 |      50.76 |      50.18 |      50.70 |      50.62 |      50.49 |      50.49
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   15743324 |   15749073 |   15737453 |   15778144 |   15740003 |   15741722 |   15747743 |   15739697
    num cache misses                 |    4795062 |    4783042 |    4802734 |    4775318 |    4824600 |    4817036 |    4818440 |    4789048
    miss rate                        |     30.46% |     30.37% |     30.52% |     30.27% |     30.65% |     30.60% |     30.60% |     30.43%
    mpki                             |     167.12 |     166.63 |     167.45 |     166.04 |     168.18 |     167.90 |     167.88 |     166.95
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    6247064 |    6232852 |    6258771 |    6218659 |    6278992 |    6269435 |    6267759 |    6237537
    num cache misses                 |     180363 |     179511 |     179154 |     171489 |     181174 |     181577 |     180260 |     181547
    miss rate                        |      2.89% |      2.88% |      2.86% |      2.76% |      2.89% |      2.90% |      2.88% |      2.91%
    mpki                             |       6.29 |       6.25 |       6.25 |       5.96 |       6.32 |       6.33 |       6.28 |       6.33
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     180438 |     179581 |     179224 |     171579 |     181243 |     181647 |     180332 |     181614
    num cache misses                 |      14632 |      14629 |      14630 |      14819 |      14634 |      14635 |      14651 |      14627
    miss rate                        |      8.11% |      8.15% |      8.16% |      8.64% |      8.07% |      8.06% |      8.12% |      8.05%
    mpki                             |       0.51 |       0.51 |       0.51 |       0.52 |       0.51 |       0.51 |       0.51 |       0.51
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |     124550 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.12 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       7641 |       7739 |       7724 |       7844 |       7704 |       7713 |       7723 |       7780
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
