                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60121668 |   60079922 |   60115666 |   60109284 |   60109203 |   60096542 |   60104530 |   60092725 |   60078703 |   60083151 |   60080499 |   60081363 |   60081901 |   60087520 |   60079288 |   60087997
  Cycles                             |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334 |  321221334
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900 |  120759900
  Idle time (ns)                     |        -42 |         18 |         -0 |         63 |        199 |        170 |        -21 |        123 |         38 |        -42 |        163 |         48 |        -21 |         93 |          8 |        195
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10015123 |   10021080 |   10020016 |   10020003 |   10017893 |   10019224 |   10017257 |   10014920 |   10015661 |   10015219 |   10015363 |   10015453 |   10016389 |   10015017 |   10016469
  num incorrect                      |       1515 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
