                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   12621080 |   12620997 |   12620946 |   12620911 |   12620811 |   12621661 |   12621594 |   12621583 |   12621527 |   12621302 |   12621241 |   12621250 |   12621204 |   12621029
  Cycles                             |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836 |   58824836
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600 |   22114600
  Idle time (ns)                     |        -30 |         31 |        -35 |        -51 |         24 |        -73 |        -54 |        -37 |        -73 |         93 |         76 |        -51 |        -61 |         76
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2521946 |    2521934 |    2521929 |    2521928 |    2521916 |    2522009 |    2522007 |    2522006 |    2521990 |    2521970 |    2521965 |    2521966 |    2521960 |    2521938
  num incorrect                      |       1468 |       1466 |       1455 |       1453 |       1449 |       1516 |       1513 |       1511 |       1499 |       1480 |       1475 |       1477 |       1473 |       1467
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.12 |       0.12 |       0.12 |       0.11 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15228 |      15212 |      15196 |      15192 |      15184 |      15333 |      15328 |      15326 |      15302 |      15267 |      15255 |      15256 |      15250 |      15217
    num misses                       |         49 |         49 |         49 |         49 |         49 |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         49 |         49
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39983 |      39958 |      39943 |      39930 |      39892 |      40222 |      40239 |      40235 |      40154 |      40096 |      40061 |      40067 |      40047 |      39969
    num misses                       |         73 |         73 |         73 |         73 |         73 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        122 |        122 |        122 |        122 |        122 |        126 |        125 |        125 |        125 |        124 |        124 |        124 |        122 |        122
    num misses                       |        117 |        117 |        117 |        117 |        117 |        121 |        120 |        120 |        120 |        119 |        119 |        119 |        117 |        117
    miss rate                        |     95.90% |     95.90% |     95.90% |     95.90% |     95.90% |     96.03% |     96.00% |     96.00% |     96.00% |     95.97% |     95.97% |     95.97% |     95.90% |     95.90%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15228 |      15212 |      15196 |      15192 |      15184 |      15333 |      15328 |      15326 |      15302 |      15267 |      15255 |      15256 |      15250 |      15217
