                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       5927 |       6467 |       6238 |       6290 |       6292 |       6126 |       6391 |       5893 |       6371 |       6234 |       6411 |       6214 |       6326 |       5783
    miss rate                        |     39.08% |     42.64% |     41.13% |     41.48% |     41.49% |     40.40% |     42.14% |     38.43% |     42.01% |     41.11% |     42.27% |     40.98% |     41.71% |     38.13%
    mpki                             |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.15 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8757 |       9058 |       8952 |       8862 |       9231 |       9107 |       8980 |       8588 |       9162 |       8932 |       9030 |       9002 |       9173 |       8716
    miss rate                        |     21.98% |     22.74% |     22.47% |     22.24% |     23.17% |     22.86% |     22.54% |     21.35% |     23.00% |     22.42% |     22.67% |     22.60% |     23.03% |     21.88%
    mpki                             |       0.22 |       0.23 |       0.22 |       0.22 |       0.23 |       0.23 |       0.22 |       0.21 |       0.23 |       0.22 |       0.23 |       0.22 |       0.23 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14716 |      15557 |      15222 |      15183 |      15554 |      15264 |      15403 |      14514 |      15564 |      15198 |      15472 |      15246 |      15530 |      14531
    num cache misses                 |      12624 |      13055 |      13076 |      13021 |      13543 |      13293 |      13243 |      12439 |      13329 |      12817 |      12990 |      13143 |      13335 |      12470
    miss rate                        |     85.78% |     83.92% |     85.90% |     85.76% |     87.07% |     87.09% |     85.98% |     85.70% |     85.64% |     84.33% |     83.96% |     86.21% |     85.87% |     85.82%
    mpki                             |       0.31 |       0.33 |       0.33 |       0.32 |       0.34 |       0.33 |       0.33 |       0.31 |       0.33 |       0.32 |       0.32 |       0.33 |       0.33 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12656 |      13087 |      13108 |      13053 |      13575 |      13325 |      13275 |      12472 |      13361 |      12849 |      13022 |      13174 |      13367 |      12502
    num cache misses                 |       2642 |       2650 |       2646 |       2657 |       2658 |       2652 |       2663 |       2715 |       2651 |       2640 |       2657 |       2651 |       2666 |       2645
    miss rate                        |     20.88% |     20.25% |     20.19% |     20.36% |     19.58% |     19.90% |     20.06% |     21.77% |     19.84% |     20.55% |     20.40% |     20.12% |     19.94% |     21.16%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      37907 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      99.46 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      46.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1369 |       1380 |       1375 |       1387 |       1389 |       1379 |       1394 |       1363 |       1378 |       1371 |       1396 |       1375 |       1392 |       1365
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
