                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   28759897 |   28671098 |   28586816 |   28475938 |   28481114 |   28443343 |   28394303 |   28356289 |   28371064
  Cycles                             |  134962016 |  134962016 |  134962016 |  134962016 |  134962016 |  134962016 |  134962016 |  134962016 |  134962016
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |   50737600 |   50737600 |   50737600 |   50737600 |   50737600 |   50737600 |   50737600 |   50737600 |   50737600
  Idle time (ns)                     |        -48 |         30 |        -48 |         68 |         59 |        143 |         59 |        143 |         30
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1057935 |    1056293 |    1054131 |    1054232 |    1053495 |    1052540 |    1051798 |    1052086
  num incorrect                      |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2869407 |    2862900 |    2854337 |    2854737 |    2851819 |    2848033 |    2845096 |    2846238
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778114 |   15732018 |   15688202 |   15630586 |   15633283 |   15613651 |   15588165 |   15568406 |   15576088
    num misses                       |       6344 |       6140 |       5956 |       5712 |       5722 |       5633 |       5531 |       5445 |       5478
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.04%
    mpki                             |       0.22 |       0.21 |       0.21 |       0.20 |       0.20 |       0.20 |       0.19 |       0.19 |       0.19
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       6201 |       6017 |       5773 |       5783 |       5694 |       5592 |       5506 |       5539
    num misses                       |        333 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.20% |      5.10% |      5.25% |      5.47% |      5.46% |      5.55% |      5.65% |      5.74% |      5.71%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2869407 |    2862900 |    2854337 |    2854737 |    2851819 |    2848033 |    2845096 |    2846238
    num cache misses                 |    1401023 |    1378457 |    1400571 |    1434032 |    1423695 |    1382789 |    1391498 |    1407762 |    1375296
    miss rate                        |     48.71% |     48.04% |     48.92% |     50.24% |     49.87% |     48.49% |     48.86% |     49.48% |     48.32%
