                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
    miss rate                        |      66.67% |      66.67% |      66.86% |      66.67% |      67.22% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |       15165 |       15165 |       15212 |       15165 |       15334 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165
    num cache misses                 |        6983 |        7018 |        5324 |        6040 |        5704 |        7000 |        6420 |        6960 |        6627 |        6761 |        5660 |        7102 |        7011 |        7128 |        6921 |        7015
    miss rate                        |      46.05% |      46.28% |      35.00% |      39.83% |      37.20% |      46.16% |      42.33% |      45.90% |      43.70% |      44.58% |      37.32% |      46.83% |      46.23% |      47.00% |      45.64% |      46.26%
    mpki                             |        0.14 |        0.14 |        0.11 |        0.12 |        0.11 |        0.14 |        0.13 |        0.14 |        0.13 |        0.13 |        0.11 |        0.14 |        0.14 |        0.14 |        0.14 |        0.14
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    60019566 |    60016832 |    60039959 |    60038053 |    60040216 |    59938841 |    60031892 |    60017582 |    60017323 |    60011502 |    60035295 |    60024718 |    60027341 |    60013461 |    60010120 |    60011525
    num cache misses                 |    32091038 |    32088490 |    32087371 |    32089034 |    32087388 |    32046644 |    32090612 |    32090680 |    32086942 |    32086550 |    32087825 |    32091482 |    32092563 |    32086902 |    32087857 |    32087692
    miss rate                        |      53.47% |      53.47% |      53.44% |      53.45% |      53.44% |      53.47% |      53.46% |      53.47% |      53.46% |      53.47% |      53.45% |      53.46% |      53.46% |      53.47% |      53.47% |      53.47%
    mpki                             |      640.49 |      640.47 |      640.20 |      640.25 |      640.19 |      640.46 |      640.35 |      640.50 |      640.43 |      640.49 |      640.26 |      640.44 |      640.44 |      640.47 |      640.53 |      640.51
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    32098055 |    32095542 |    32092734 |    32095109 |    32093129 |    32053676 |    32097066 |    32097674 |    32093604 |    32093345 |    32093523 |    32098617 |    32099608 |    32094064 |    32094812 |    32094739
    num cache misses                 |    32095741 |    32093257 |    32090600 |    32092538 |    32090916 |    32051298 |    32094575 |    32095441 |    32091268 |    32091148 |    32091251 |    32096178 |    32097511 |    32091668 |    32092642 |    32092474
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99%
    mpki                             |      640.58 |      640.56 |      640.26 |      640.32 |      640.26 |      640.56 |      640.43 |      640.60 |      640.52 |      640.58 |      640.33 |      640.54 |      640.54 |      640.57 |      640.62 |      640.60
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    32095777 |    32093293 |    32090642 |    32092575 |    32090956 |    32051332 |    32094613 |    32095476 |    32091305 |    32091185 |    32091292 |    32096212 |    32097546 |    32091703 |    32092679 |    32092507
    num cache misses                 |        2728 |        2720 |        2708 |        2696 |        2756 |        2731 |        2706 |        2742 |        2715 |        2706 |        2691 |        2734 |        2733 |        2744 |        2746 |        2737
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       44381 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       94.55 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       41.12 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1423 |        1411 |        1358 |        1375 |        1370 |        1420 |        1390 |        1432 |        1397 |        1391 |        1386 |        1421 |        1418 |        1430 |        1418 |        1427
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
