                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   60121655 |   60118234 |   60117154 |   60112047 |   60107847 |   60107091 |   60103654 |   60102952
  Cycles                             |  160825462 |  160825462 |  160825462 |  160825462 |  160825462 |  160825462 |  160825462 |  160825462
  IPC                                |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37
  Time (ns)                          |   60460700 |   60460700 |   60460700 |   60460700 |   60460700 |   60460700 |   60460700 |   60460700
  Idle time (ns)                     |        -49 |        -49 |         63 |         28 |         19 |         10 |         56 |         10
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10021508 |   10021329 |   10020477 |   10019778 |   10019652 |   10019079 |   10018962
  num incorrect                      |       1515 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      40226 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |         73 |         72 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        120 |        120 |        120 |        120 |        120 |        120 |        120
    num misses                       |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     98.40% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       4848 |       5302 |       5168 |       5579 |       5570 |       5619 |       5439 |       5138
    miss rate                        |     31.62% |     34.96% |     34.08% |     36.79% |     36.73% |     37.05% |     35.87% |     33.88%
    mpki                             |       0.08 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      40226 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       4921 |       5159 |       5131 |       5233 |       5285 |       5270 |       5169 |       5056
    miss rate                        |     12.23% |     12.95% |     12.88% |     13.13% |     13.26% |     13.23% |     12.97% |     12.69%
    mpki                             |       0.08 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.08
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |       9804 |      10491 |      10331 |      10843 |      10886 |      10921 |      10642 |      10227
    num cache misses                 |       3901 |       3897 |       3874 |       3924 |       3911 |       3884 |       3887 |       3872
    miss rate                        |     39.79% |     37.15% |     37.50% |     36.19% |     35.93% |     35.56% |     36.53% |     37.86%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.07 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3938 |       3929 |       3908 |       3958 |       3945 |       3920 |       3922 |       3907
    num cache misses                 |       2479 |       2413 |       2413 |       2413 |       2413 |       2413 |       2413 |       2413
    miss rate                        |     62.95% |     61.42% |     61.75% |     60.97% |     61.17% |     61.56% |     61.52% |     61.76%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19376 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      76.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      23.34 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1142 |       1140 |       1135 |       1142 |       1144 |       1146 |       1141 |       1146
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
