                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   19940736 |   20015334 |   19965595 |   19952907 |   20000690 |   19994693 |   19926430 |   19931266 |   19989316 |   19992683 |   19918527 |   19915659 |   19977602 |   19978639
    num cache misses                 |     668724 |     665558 |     660912 |     658801 |     658271 |     657299 |     656821 |     656511 |     656162 |     655592 |     655413 |     655325 |     654720 |     654757
    miss rate                        |      3.35% |      3.33% |      3.31% |      3.30% |      3.29% |      3.29% |      3.30% |      3.29% |      3.28% |      3.28% |      3.29% |      3.29% |      3.28% |      3.28%
    mpki                             |      16.73 |      16.59 |      16.51 |      16.47 |      16.42 |      16.40 |      16.44 |      16.43 |      16.38 |      16.36 |      16.42 |      16.42 |      16.35 |      16.35
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40213 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       8945 |       9395 |       8177 |       8282 |       9276 |       9259 |       9345 |       9165 |       9558 |       9021 |       9247 |       9423 |       8969 |       9187
    miss rate                        |     22.45% |     23.36% |     20.52% |     20.78% |     23.28% |     23.24% |     23.45% |     23.00% |     23.99% |     22.64% |     23.21% |     23.65% |     22.51% |     23.06%
    mpki                             |       0.22 |       0.23 |       0.20 |       0.21 |       0.23 |       0.23 |       0.23 |       0.23 |       0.24 |       0.23 |       0.23 |       0.24 |       0.22 |       0.23
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     677698 |     674984 |     669119 |     667112 |     667576 |     666587 |     666195 |     665705 |     665749 |     664642 |     664688 |     664777 |     663717 |     663971
    num cache misses                 |     674690 |     672147 |     666857 |     664609 |     664940 |     663944 |     663564 |     662610 |     662962 |     661873 |     662094 |     662075 |     660968 |     661325
    miss rate                        |     99.56% |     99.58% |     99.66% |     99.62% |     99.61% |     99.60% |     99.61% |     99.54% |     99.58% |     99.58% |     99.61% |     99.59% |     99.59% |     99.60%
    mpki                             |      16.88 |      16.75 |      16.66 |      16.62 |      16.59 |      16.57 |      16.61 |      16.58 |      16.55 |      16.52 |      16.58 |      16.58 |      16.51 |      16.51
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     674719 |     672178 |     666890 |     664640 |     664969 |     663973 |     663593 |     662639 |     662991 |     661902 |     662123 |     662104 |     660997 |     661354
    num cache misses                 |       2418 |       2488 |       2417 |       2417 |       2416 |       2415 |       2416 |       2418 |       2415 |       2418 |       2417 |       2416 |       2416 |       2416
    miss rate                        |      0.36% |      0.37% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.36% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33910 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.48 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1157 |       1179 |       1161 |       1161 |       1171 |       1174 |       1173 |       1164 |       1171 |       1166 |       1169 |       1167 |       1173 |       1174
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
