                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   12570145 |   12577445 |   12569217 |   12567172 |   12560422 |   12565965 |   12621636 |   12560186 |   12562888 |   12559972 |   12559257
  Cycles                             |   46553724 |   46553724 |   46553724 |   46553724 |   46553724 |   46553724 |   46553724 |   46553724 |   46553724 |   46553724 |   46553724
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   17501400 |   17501400 |   17501400 |   17501400 |   17501400 |   17501400 |   17501400 |   17501400 |   17501400 |   17501400 |   17501400
  Idle time (ns)                     |        -92 |         14 |         14 |          6 |        -41 |        -52 |        -92 |        -92 |          1 |        -20 |        -20
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2511804 |    2513265 |    2511620 |    2511210 |    2509861 |    2510969 |    2522009 |    2509813 |    2510353 |    2509770 |    2509627
  num incorrect                      |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1516 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      40204 |      39841 |      39841 |      39841 |      39841
    num misses                       |         73 |         73 |         73 |         73 |         73 |         73 |         74 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        121 |        121 |        121 |        121 |        126 |        121 |        121 |        121 |        121
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116
    miss rate                        |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6063 |       5827 |       6116 |       6151 |       5951 |       6099 |       5328 |       5942 |       6116 |       5941 |       5861
    miss rate                        |     39.98% |     38.43% |     40.33% |     40.56% |     39.24% |     40.22% |     34.75% |     39.18% |     40.33% |     39.18% |     38.65%
    mpki                             |       0.48 |       0.46 |       0.49 |       0.49 |       0.47 |       0.49 |       0.42 |       0.47 |       0.49 |       0.47 |       0.47
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      40204 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       7614 |       7514 |       7607 |       7584 |       7591 |       7561 |       6959 |       7542 |       7588 |       7426 |       7352
    miss rate                        |     19.11% |     18.86% |     19.09% |     19.04% |     19.05% |     18.98% |     17.31% |     18.93% |     19.05% |     18.64% |     18.45%
    mpki                             |       0.61 |       0.60 |       0.61 |       0.60 |       0.60 |       0.60 |       0.55 |       0.60 |       0.60 |       0.59 |       0.59
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13708 |      13373 |      13754 |      13766 |      13573 |      13693 |      12321 |      13515 |      13736 |      13398 |      13244
    num cache misses                 |      10942 |      10718 |      11035 |      10902 |      10945 |      10938 |       9820 |      10942 |      11024 |      10654 |      10741
    miss rate                        |     79.82% |     80.15% |     80.23% |     79.20% |     80.64% |     79.88% |     79.70% |     80.96% |     80.26% |     79.52% |     81.10%
    mpki                             |       0.87 |       0.85 |       0.88 |       0.87 |       0.87 |       0.87 |       0.78 |       0.87 |       0.88 |       0.85 |       0.86
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10973 |      10753 |      11067 |      10933 |      10978 |      10972 |       9857 |      10973 |      11056 |      10685 |      10772
    num cache misses                 |       2566 |       2566 |       2558 |       2563 |       2564 |       2575 |       2613 |       2568 |       2569 |       2566 |       2553
    miss rate                        |     23.38% |     23.86% |     23.11% |     23.44% |     23.36% |     23.47% |     26.51% |     23.40% |     23.24% |     24.01% |     23.70%
    mpki                             |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.21 |       0.20 |       0.20 |       0.20 |       0.20
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      28461 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.85 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      37.42 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1284 |       1288 |       1286 |       1288 |       1297 |       1297 |       1262 |       1295 |       1299 |       1293 |       1277
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
