                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     120769 |     120116 |     124474 |     134512 |     118975 |     120658 |     138402 |     137745 |     137584 |     119598 |     120643 |     138300 |     119261 |     120476 |     120272 |     120439
  Cycles                             |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232 |    1450232
  IPC                                |       0.08 |       0.08 |       0.09 |       0.09 |       0.08 |       0.08 |       0.10 |       0.09 |       0.09 |       0.08 |       0.08 |       0.10 |       0.08 |       0.08 |       0.08 |       0.08
  Time (ns)                          |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200 |     545200
  Idle time (ns)                     |        101 |        -83 |        -21 |         45 |          2 |        833 |        -83 |        786 |        158 |          2 |       1064 |        280 |        192 |        478 |        125 |        125
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.2% |      -0.0% |       0.1% |       0.0% |       0.0% |       0.2% |       0.1% |       0.0% |       0.1% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21956 |      21855 |      23799 |      28774 |      21613 |      21917 |      30327 |      30251 |      30235 |      21743 |      21915 |      30318 |      21659 |      21907 |      21882 |      21905
  num incorrect                      |       1437 |       1403 |       1438 |       1443 |       1367 |       1434 |       1519 |       1464 |       1452 |       1389 |       1434 |       1509 |       1378 |       1425 |       1412 |       1422
  misprediction rate                 |      6.14% |      6.03% |      5.70% |      4.78% |      5.95% |      6.14% |      4.77% |      4.62% |      4.58% |      6.00% |      6.14% |      4.74% |      5.98% |      6.11% |      6.06% |      6.10%
  mpki                               |      11.90 |      11.68 |      11.55 |      10.73 |      11.49 |      11.88 |      10.98 |      10.63 |      10.55 |      11.61 |      11.89 |      10.91 |      11.55 |      11.83 |      11.74 |      11.81
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15162 |      15082 |      15162 |      15244 |      15001 |      15157 |      15458 |      15329 |      15309 |      15047 |      15154 |      15443 |      15027 |      15129 |      15100 |      15121
    num misses                       |         48 |         45 |         48 |         48 |         45 |         48 |         52 |         49 |         49 |         45 |         47 |         51 |         45 |         46 |         45 |         45
    miss rate                        |      0.32% |      0.30% |      0.32% |      0.31% |      0.30% |      0.32% |      0.34% |      0.32% |      0.32% |      0.30% |      0.31% |      0.33% |      0.30% |      0.30% |      0.30% |      0.30%
    mpki                             |       0.40 |       0.37 |       0.39 |       0.36 |       0.38 |       0.40 |       0.38 |       0.36 |       0.36 |       0.38 |       0.39 |       0.37 |       0.38 |       0.38 |       0.37 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39683 |      39846 |      39846 |      39519 |      39799 |      40212 |      39962 |      39880 |      39609 |      39804 |      40212 |      39576 |      39736 |      39700 |      39713
    num misses                       |         71 |         71 |         71 |         71 |         71 |         71 |         72 |         71 |         71 |         71 |         71 |         72 |         71 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.59 |       0.59 |       0.57 |       0.53 |       0.60 |       0.59 |       0.52 |       0.52 |       0.52 |       0.59 |       0.59 |       0.52 |       0.60 |       0.59 |       0.59 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        119 |        116 |        119 |        119 |        116 |        119 |        124 |        120 |        120 |        116 |        118 |        123 |        116 |        117 |        116 |        116
    num misses                       |        117 |        114 |        117 |        117 |        114 |        117 |        122 |        118 |        118 |        114 |        116 |        121 |        114 |        115 |        114 |        114
    miss rate                        |     98.32% |     98.28% |     98.32% |     98.32% |     98.28% |     98.32% |     98.39% |     98.33% |     98.33% |     98.28% |     98.31% |     98.37% |     98.28% |     98.29% |     98.28% |     98.28%
    mpki                             |       0.97 |       0.95 |       0.94 |       0.87 |       0.96 |       0.97 |       0.88 |       0.86 |       0.86 |       0.95 |       0.96 |       0.87 |       0.96 |       0.95 |       0.95 |       0.95
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15162 |      15082 |      15162 |      15244 |      15001 |      15157 |      15458 |      15329 |      15309 |      15047 |      15154 |      15443 |      15027 |      15129 |      15100 |      15121
    num cache misses                 |       7130 |       7093 |       7018 |       6840 |       7023 |       7050 |       5916 |       6660 |       6269 |       7049 |       7011 |       5960 |       7072 |       6952 |       7132 |       7011
    miss rate                        |     47.03% |     47.03% |     46.29% |     44.87% |     46.82% |     46.51% |     38.27% |     43.45% |     40.95% |     46.85% |     46.27% |     38.59% |     47.06% |     45.95% |     47.23% |     46.37%
    mpki                             |      59.04 |      59.05 |      56.38 |      50.85 |      59.03 |      58.43 |      42.75 |      48.35 |      45.56 |      58.94 |      58.11 |      43.09 |      59.30 |      57.70 |      59.30 |      58.21
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39683 |      39846 |      39846 |      39519 |      39799 |      40212 |      39962 |      39880 |      39609 |      39804 |      40212 |      39576 |      39736 |      39700 |      39713
    num cache misses                 |      11077 |      11109 |      10977 |      10529 |      11007 |      11085 |       9651 |      10188 |       9877 |      10957 |      10925 |       9475 |      11161 |      10749 |      11162 |      11059
    miss rate                        |     27.80% |     27.99% |     27.55% |     26.42% |     27.85% |     27.85% |     24.00% |     25.49% |     24.77% |     27.66% |     27.45% |     23.56% |     28.20% |     27.05% |     28.12% |     27.85%
    mpki                             |      91.72 |      92.49 |      88.19 |      78.28 |      92.52 |      91.87 |      69.73 |      73.96 |      71.79 |      91.62 |      90.56 |      68.51 |      93.58 |      89.22 |      92.81 |      91.82
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      18239 |      18232 |      18027 |      17401 |      18060 |      18166 |      15602 |      16881 |      16178 |      18038 |      17969 |      15470 |      18263 |      17731 |      18324 |      18100
    num cache misses                 |      15618 |      15526 |      15506 |      14681 |      15501 |      15631 |      12894 |      13885 |      13218 |      15337 |      15311 |      12609 |      15665 |      15182 |      15649 |      15589
    miss rate                        |     85.63% |     85.16% |     86.02% |     84.37% |     85.83% |     86.05% |     82.64% |     82.25% |     81.70% |     85.03% |     85.21% |     81.51% |     85.77% |     85.62% |     85.40% |     86.13%
    mpki                             |     129.32 |     129.26 |     124.57 |     109.14 |     130.29 |     129.55 |      93.16 |     100.80 |      96.07 |     128.24 |     126.91 |      91.17 |     131.35 |     126.02 |     130.11 |     129.43
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15651 |      15557 |      15538 |      14715 |      15533 |      15663 |      12933 |      13920 |      13253 |      15370 |      15345 |      12649 |      15696 |      15214 |      15680 |      15619
    num cache misses                 |       2653 |       2618 |       2655 |       2642 |       2607 |       2667 |       2712 |       2665 |       2663 |       2626 |       2659 |       2709 |       2617 |       2631 |       2624 |       2632
    miss rate                        |     16.95% |     16.83% |     17.09% |     17.95% |     16.78% |     17.03% |     20.97% |     19.15% |     20.09% |     17.09% |     17.33% |     21.42% |     16.67% |     17.29% |     16.73% |     16.85%
    mpki                             |      21.97 |      21.80 |      21.33 |      19.64 |      21.91 |      22.10 |      19.60 |      19.35 |      19.36 |      21.96 |      22.04 |      19.59 |      21.94 |      21.84 |      21.82 |      21.85
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      42892 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      95.14 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.71 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
