                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |     132908 |     128493 |     128169 |     130243 |     128400 |     132753 |     125333 |     138421
  Cycles                             |     734160 |     734160 |     734160 |     734160 |     734160 |     734160 |     734160 |     734160
  IPC                                |       0.18 |       0.18 |       0.17 |       0.18 |       0.17 |       0.18 |       0.17 |       0.19
  Time (ns)                          |     276000 |     276000 |     276000 |     276000 |     276000 |     276000 |     276000 |     276000
  Idle time (ns)                     |        -74 |          2 |        -25 |         53 |         46 |        103 |        -25 |        -74
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |      27977 |      25791 |      25630 |      26660 |      25751 |      27905 |      24230 |      30327
  num incorrect                      |       1443 |       1438 |       1438 |       1443 |       1438 |       1443 |       1438 |       1519
  misprediction rate                 |      4.90% |      5.28% |      5.31% |      5.13% |      5.29% |      4.92% |      5.60% |      4.77%
  mpki                               |      10.86 |      11.19 |      11.22 |      11.08 |      11.20 |      10.87 |      11.47 |      10.97
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15220 |      15162 |      15162 |      15180 |      15162 |      15218 |      15162 |      15458
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34%
    mpki                             |       0.36 |       0.37 |       0.37 |       0.37 |       0.37 |       0.36 |       0.38 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      40225
    num misses                       |         71 |         71 |         71 |         71 |         71 |         71 |         71 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.53 |       0.55 |       0.55 |       0.55 |       0.55 |       0.53 |       0.57 |       0.52
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        119 |        119 |        119 |        119 |        119 |        119 |        119 |        124
    num misses                       |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        122
    miss rate                        |     98.32% |     98.32% |     98.32% |     98.32% |     98.32% |     98.32% |     98.32% |     98.39%
    mpki                             |       0.88 |       0.91 |       0.91 |       0.90 |       0.91 |       0.88 |       0.93 |       0.88
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15220 |      15162 |      15162 |      15180 |      15162 |      15218 |      15162 |      15458
    num cache misses                 |       5504 |       5534 |       5480 |       5522 |       5602 |       5625 |       5463 |       5332
    miss rate                        |     36.16% |     36.50% |     36.14% |     36.38% |     36.95% |     36.96% |     36.03% |     34.49%
    mpki                             |      41.41 |      43.07 |      42.76 |      42.40 |      43.63 |      42.37 |      43.59 |      38.52
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      40225
    num cache misses                 |       5627 |       5691 |       5691 |       5656 |       5702 |       5710 |       5682 |       5539
    miss rate                        |     14.12% |     14.28% |     14.28% |     14.19% |     14.31% |     14.33% |     14.26% |     13.77%
    mpki                             |      42.34 |      44.29 |      44.40 |      43.43 |      44.41 |      43.01 |      45.34 |      40.02
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      11162 |      11259 |      11203 |      11210 |      11335 |      11367 |      11176 |      10904
    num cache misses                 |       4283 |       4362 |       4341 |       4330 |       4344 |       4344 |       4313 |       4350
    miss rate                        |     38.37% |     38.74% |     38.75% |     38.63% |     38.32% |     38.22% |     38.59% |     39.89%
    mpki                             |      32.23 |      33.95 |      33.87 |      33.25 |      33.83 |      32.72 |      34.41 |      31.43
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4316 |       4396 |       4374 |       4363 |       4377 |       4378 |       4346 |       4386
    num cache misses                 |       2410 |       2410 |       2410 |       2410 |       2410 |       2410 |       2410 |       2477
    miss rate                        |     55.84% |     54.82% |     55.10% |     55.24% |     55.06% |     55.05% |     55.45% |     56.48%
    mpki                             |      18.13 |      18.76 |      18.80 |      18.50 |      18.77 |      18.15 |      19.23 |      17.89
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19347 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      83.64 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      30.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     59.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1138 |       1144 |       1142 |       1140 |       1144 |       1146 |       1145 |       1148
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
