                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4    
  Instructions                       |   40121674 |   40121409 |   40121565 |   40113796 |   40121141
  Cycles                             |   67380992 |   67380992 |   67380992 |   67380992 |   67380992
  IPC                                |       0.60 |       0.60 |       0.60 |       0.60 |       0.60
  Time (ns)                          |   25331200 |   25331200 |   25331200 |   25331200 |   25331200
  Idle time (ns)                     |        -77 |        -52 |        -26 |        -77 |         22
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |           
  num correct                        |   10022006 |   10021979 |   10021996 |   10020181 |   10021947
  num incorrect                      |       1519 |       1488 |       1509 |       1442 |       1471
  misprediction rate                 |      0.02% |      0.01% |      0.02% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |           
  I-TLB                              |            |            |            |            |           
    num accesses                     |   20015334 |   20015283 |   20015318 |   20011709 |   20015232
    num misses                       |         52 |         50 |         51 |         48 |         49
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |           
    num accesses                     |      40210 |      40127 |      40163 |      39847 |      40000
    num misses                       |         74 |         74 |         74 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |           
    num accesses                     |        126 |        124 |        125 |        121 |        122
    num misses                       |        122 |        120 |        121 |        117 |        118
    miss rate                        |     96.83% |     96.77% |     96.80% |     96.69% |     96.72%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |           
    num cache accesses               |   20015334 |   20015283 |   20015318 |   20011709 |   20015232
    num cache misses                 |     653375 |     653425 |     653166 |     653117 |     653429
    miss rate                        |      3.26% |      3.26% |      3.26% |      3.26% |      3.26%
    mpki                             |      16.28 |      16.29 |      16.28 |      16.28 |      16.29
  Cache L1-D                         |            |            |            |            |           
    num cache accesses               |      40210 |      40127 |      40163 |      39847 |      40000
    num cache misses                 |       3324 |       3282 |       3293 |       3087 |       3323
    miss rate                        |      8.27% |      8.18% |      8.20% |      7.75% |      8.31%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L2                           |            |            |            |            |           
    num cache accesses               |     656735 |     656740 |     656492 |     656235 |     656785
    num cache misses                 |       3078 |       3080 |       3089 |       3015 |       3045
    miss rate                        |      0.47% |      0.47% |      0.47% |      0.46% |      0.46%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L3                           |            |            |            |            |           
    num cache accesses               |       3117 |       3117 |       3126 |       3051 |       3082
    num cache misses                 |       2481 |       2449 |       2465 |       2414 |       2433
    miss rate                        |     79.60% |     78.57% |     78.85% |     79.12% |     78.94%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |           
  num dram accesses                  |      12242 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      70.73 |        inf |        inf |        inf |        inf
  average dram queueing delay        |      17.31 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |           
  num loads from dram                |       1138 |       1136 |       1137 |       1129 |       1132
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0
