                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |     114748 |     112695 |     111591 |     115361 |     120677 |     121651 |     112842 |     111522 |     116043 |     112976 |     117854 |     114581 |     113599
  Cycles                             |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366 |    1024366
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11
  Time (ns)                          |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100 |     385100
  Idle time (ns)                     |         67 |        128 |         67 |         23 |         -3 |        -67 |        -12 |        370 |         -3 |         23 |        -67 |        157 |        155
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.1% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21064 |      20796 |      20647 |      21144 |      21925 |      22023 |      20818 |      20635 |      21236 |      20834 |      21458 |      21041 |      20916
  num incorrect                      |       1322 |       1307 |       1297 |       1326 |       1426 |       1503 |       1309 |       1297 |       1327 |       1310 |       1344 |       1321 |       1314
  misprediction rate                 |      5.91% |      5.91% |      5.91% |      5.90% |      6.11% |      6.39% |      5.92% |      5.91% |      5.88% |      5.92% |      5.89% |      5.91% |      5.91%
  mpki                               |      11.52 |      11.60 |      11.62 |      11.49 |      11.82 |      12.36 |      11.60 |      11.63 |      11.44 |      11.60 |      11.40 |      11.53 |      11.57
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      14559 |      14348 |      14229 |      14630 |      15158 |      15330 |      14367 |      14224 |      14701 |      14368 |      14892 |      14534 |      14434
    num misses                       |         41 |         41 |         41 |         41 |         48 |         52 |         41 |         41 |         41 |         41 |         42 |         41 |         41
    miss rate                        |      0.28% |      0.29% |      0.29% |      0.28% |      0.32% |      0.34% |      0.29% |      0.29% |      0.28% |      0.29% |      0.28% |      0.28% |      0.28%
    mpki                             |       0.36 |       0.36 |       0.37 |       0.36 |       0.40 |       0.43 |       0.36 |       0.37 |       0.35 |       0.36 |       0.36 |       0.36 |       0.36
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      37911 |      37181 |      36726 |      38157 |      39818 |      40216 |      37237 |      36687 |      38420 |      37272 |      39126 |      37856 |      37508
    num misses                       |        110 |        107 |        106 |        110 |        117 |        118 |        108 |        106 |        110 |        108 |        115 |        110 |        110
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.96 |       0.95 |       0.95 |       0.95 |       0.97 |       0.97 |       0.96 |       0.95 |       0.95 |       0.96 |       0.98 |       0.96 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        151 |        148 |        147 |        151 |        165 |        170 |        149 |        147 |        151 |        149 |        157 |        151 |        151
    num misses                       |        107 |        107 |        107 |        107 |        116 |        121 |        107 |        107 |        107 |        107 |        110 |        107 |        107
    miss rate                        |     70.86% |     72.30% |     72.79% |     70.86% |     70.30% |     71.18% |     71.81% |     72.79% |     70.86% |     71.81% |     70.06% |     70.86% |     70.86%
    mpki                             |       0.93 |       0.95 |       0.96 |       0.93 |       0.96 |       0.99 |       0.95 |       0.96 |       0.92 |       0.95 |       0.93 |       0.93 |       0.94
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14559 |      14348 |      14229 |      14630 |      15158 |      15330 |      14367 |      14224 |      14701 |      14368 |      14892 |      14534 |      14434
    num cache misses                 |       6109 |       6078 |       5781 |       5994 |       5467 |       5191 |       6028 |       5817 |       5973 |       5901 |       5588 |       5929 |       5935
    miss rate                        |     41.96% |     42.36% |     40.63% |     40.97% |     36.07% |     33.86% |     41.96% |     40.90% |     40.63% |     41.07% |     37.52% |     40.79% |     41.12%
    mpki                             |      53.24 |      53.93 |      51.81 |      51.96 |      45.30 |      42.67 |      53.42 |      52.16 |      51.47 |      52.23 |      47.41 |      51.75 |      52.25
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37911 |      37181 |      36726 |      38157 |      39818 |      40216 |      37237 |      36687 |      38420 |      37272 |      39126 |      37856 |      37508
    num cache misses                 |       8701 |       8622 |       8226 |       8650 |       7987 |       7742 |       8593 |       8193 |       8738 |       8584 |       8210 |       8617 |       8633
    miss rate                        |     22.95% |     23.19% |     22.40% |     22.67% |     20.06% |     19.25% |     23.08% |     22.33% |     22.74% |     23.03% |     20.98% |     22.76% |     23.02%
    mpki                             |      75.83 |      76.51 |      73.72 |      74.98 |      66.18 |      63.64 |      76.15 |      73.47 |      75.30 |      75.98 |      69.66 |      75.20 |      76.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
