                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num misses                       |         73 |         72 |         72 |         72 |         72 |         72 |         73 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        120 |        120 |        120 |        120 |        120 |        123 |        120 |        120 |        120
    num misses                       |        123 |        118 |        118 |        118 |        118 |        118 |        121 |        118 |        118 |        118
    miss rate                        |     98.40% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.37% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15260 |      15164 |      15164 |      15164
    num cache misses                 |       5563 |       6300 |       6444 |       6328 |       6342 |       5984 |       5360 |       5737 |       6132 |       6100
    miss rate                        |     36.28% |     41.55% |     42.50% |     41.73% |     41.82% |     39.46% |     35.12% |     37.83% |     40.44% |     40.23%
    mpki                             |       0.09 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10 |       0.09 |       0.10 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40224 |      39845 |      39845 |      39845 |      39845 |      39845 |      40058 |      39845 |      39845 |      39845
    num cache misses                 |       6459 |       6782 |       6937 |       6886 |       6822 |       6497 |       6405 |       6688 |       6828 |       6687
    miss rate                        |     16.06% |     17.02% |     17.41% |     17.28% |     17.12% |     16.31% |     15.99% |     16.79% |     17.14% |     16.78%
    mpki                             |       0.11 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12054 |      13115 |      13413 |      13244 |      13195 |      12513 |      11800 |      12457 |      12991 |      12818
    num cache misses                 |       8769 |       8383 |       9073 |       9166 |       9166 |       8688 |       8614 |       8905 |       8441 |       9038
    miss rate                        |     72.75% |     63.92% |     67.64% |     69.21% |     69.47% |     69.43% |     73.00% |     71.49% |     64.98% |     70.51%
    mpki                             |       0.15 |       0.14 |       0.15 |       0.15 |       0.15 |       0.14 |       0.14 |       0.15 |       0.14 |       0.15
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       8801 |       8416 |       9106 |       9196 |       9198 |       8721 |       8649 |       8937 |       8473 |       9070
    num cache misses                 |       2590 |       2513 |       2526 |       2531 |       2542 |       2536 |       2563 |       2526 |       2498 |       2537
    miss rate                        |     29.43% |     29.86% |     27.74% |     27.52% |     27.64% |     29.08% |     29.63% |     28.26% |     29.48% |     27.97%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      25539 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      81.95 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.52 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1243 |       1243 |       1249 |       1258 |       1268 |       1254 |       1249 |       1254 |       1241 |       1261
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
